date,year,week,month,yearMinus2000,dayOfSeries,dayOfYear,seasonalEffect,mu,y
2009-10-02,2009,40,10,9,3563,275,-0.948361580012172,0.655378485340169,1
2009-10-03,2009,40,10,9,3564,276,-0.953680996630445,0.650169945958177,0
2009-10-04,2009,40,10,9,3565,277,-0.958717816987296,0.645276271825642,1
2009-10-05,2009,41,10,9,3566,278,-0.963470548564149,0.640692393328599,1
2009-10-06,2009,41,10,9,3567,279,-0.967937783024064,0.636413560544479,0
2009-10-07,2009,41,10,9,3568,280,-0.972118196629061,0.632435338679252,0
2009-10-08,2009,41,10,9,3569,281,-0.976010550632368,0.628753603766174,0
2009-10-09,2009,41,10,9,3570,282,-0.97961369164549,0.625364538630348,0
2009-10-10,2009,41,10,9,3571,283,-0.982926551979982,0.6222646291229,1
2009-10-11,2009,41,10,9,3572,284,-0.98594814996383,0.61945066062807,2
2009-10-12,2009,42,10,9,3573,285,-0.98867759023234,0.616919714846201,2
2009-10-13,2009,42,10,9,3574,286,-0.991114063993455,0.614669166855172,1
2009-10-14,2009,42,10,9,3575,287,-0.993256849267414,0.612696682452563,0
2009-10-15,2009,42,10,9,3576,288,-0.995105311100697,0.61100021578049,1
2009-10-16,2009,42,10,9,3577,289,-0.99665890175417,0.609578007234791,1
2009-10-17,2009,42,10,9,3578,290,-0.997917160865392,0.608428581659997,2
2009-10-18,2009,42,10,9,3579,291,-0.998879715585034,0.607550746831276,1
2009-10-19,2009,43,10,9,3580,292,-0.999546280687357,0.606943592224319,1
2009-10-20,2009,43,10,9,3581,293,-0.999916658654738,0.606606488073948,0
2009-10-21,2009,43,10,9,3582,294,-0.99999073973619,0.606539084722023,0
2009-10-22,2009,43,10,9,3583,295,-0.999768501979891,0.60674131225504,1
2009-10-23,2009,43,10,9,3584,296,-0.999250011239683,0.607213380431637,4
2009-10-24,2009,43,10,9,3585,297,-0.998435421155564,0.607955778900059,2
2009-10-25,2009,43,10,9,3586,298,-0.997324973108156,0.608969277705446,1
2009-10-26,2009,44,10,9,3587,299,-0.995918996147179,0.610254928086633,0
2009-10-27,2009,44,10,9,3588,300,-0.994217906893952,0.61181406356199,2
2009-10-28,2009,44,10,9,3589,301,-0.992222209417932,0.613648301303614,1
2009-10-29,2009,44,10,9,3590,302,-0.989932495087353,0.615759543799007,2
2009-10-30,2009,44,10,9,3591,303,-0.987349442393986,0.618149980799162,1
2009-10-31,2009,44,10,9,3592,304,-0.984473816752092,0.620822091551743,1
2009-11-01,2009,44,11,9,3593,305,-0.981306470271609,0.623778647317816,4
2009-11-02,2009,45,11,9,3594,306,-0.977848341505657,0.627022714170309,2
2009-11-03,2009,45,11,9,3595,307,-0.974100455172421,0.630557656072103,2
2009-11-04,2009,45,11,9,3596,308,-0.970063921851507,0.634387138231342,3
2009-11-05,2009,45,11,9,3597,309,-0.965739937654855,0.638515130731182,1
2009-11-06,2009,45,11,9,3598,310,-0.961129783872301,0.642945912430875,2
2009-11-07,2009,45,11,9,3599,311,-0.956234826591906,0.647684075134606,2
2009-11-08,2009,45,11,9,3600,312,-0.951056516295154,0.652734528024117,2
2009-11-09,2009,46,11,9,3601,313,-0.945596387427143,0.658102502350607,2
2009-11-10,2009,46,11,9,3602,314,-0.939856057941895,0.663793556380909,2
2009-11-11,2009,46,11,9,3603,315,-0.933837228822925,0.66981358059232,1
2009-11-12,2009,46,11,9,3604,316,-0.927541683579197,0.676168803109874,0
2009-11-13,2009,46,11,9,3605,317,-0.920971287716635,0.68286579537911,0
2009-11-14,2009,46,11,9,3606,318,-0.914127988185334,0.689911478066696,0
2009-11-15,2009,46,11,9,3607,319,-0.907013812802636,0.697313127180427,1
2009-11-16,2009,47,11,9,3608,320,-0.899630869652243,0.70507838039927,1
2009-11-17,2009,47,11,9,3609,321,-0.891981346459549,0.713215243603193,0
2009-11-18,2009,47,11,9,3610,322,-0.884067509943364,0.721732097591512,0
2009-11-19,2009,47,11,9,3611,323,-0.875891705144243,0.730637704977404,0
2009-11-20,2009,47,11,9,3612,324,-0.867456354729597,0.739941217245111,0
2009-11-21,2009,47,11,9,3613,325,-0.858763958275803,0.749652181955096,1
2009-11-22,2009,47,11,9,3614,326,-0.849817091527528,0.759780550081127,1
2009-11-23,2009,48,11,9,3615,327,-0.840618405634478,0.770336683461854,2
2009-11-24,2009,48,11,9,3616,328,-0.831170626365808,0.781331362347972,3
2009-11-25,2009,48,11,9,3617,329,-0.821476553302415,0.792775793024468,5
2009-11-26,2009,48,11,9,3618,330,-0.811539059007361,0.804681615485819,4
2009-11-27,2009,48,11,9,3619,331,-0.801361088174677,0.817060911140208,3
2009-11-28,2009,48,11,9,3620,332,-0.790945656756778,0.829926210516999,3
2009-11-29,2009,48,11,9,3621,333,-0.780295851070776,0.843290500949741,2
2009-11-30,2009,49,11,9,3622,334,-0.769414826883938,0.857167234204935,3
2009-12-01,2009,49,12,9,3623,335,-0.758305808478563,0.871570334024611,4
2009-12-02,2009,49,12,9,3624,336,-0.746972087696555,0.88651420354856,4
2009-12-03,2009,49,12,9,3625,337,-0.735417022963986,0.902013732579664,3
2009-12-04,2009,49,12,9,3626,338,-0.723644038295912,0.918084304653348,1
2009-12-05,2009,49,12,9,3627,339,-0.711656622281775,0.934741803869613,2
2009-12-06,2009,49,12,9,3628,340,-0.699458327051647,0.952002621443472,1
2009-12-07,2009,50,12,9,3629,341,-0.687052767223667,0.96988366192686,3
2009-12-08,2009,50,12,9,3630,342,-0.674443618832946,0.988402349052283,3
2009-12-09,2009,50,12,9,3631,343,-0.661634618242279,1.00757663114553,2
2009-12-10,2009,50,12,9,3632,344,-0.648629561034982,1.02742498605178,1
2009-12-11,2009,50,12,9,3633,345,-0.635432300890178,1.04796642551647,1
2009-12-12,2009,50,12,9,3634,346,-0.622046748440868,1.06922049895885,2
2009-12-13,2009,50,12,9,3635,347,-0.608476870115126,1.09120729657353,3
2009-12-14,2009,51,12,9,3636,348,-0.594726686960764,1.1139474516913,3
2009-12-15,2009,51,12,9,3637,349,-0.580800273453801,1.13746214232807,3
2009-12-16,2009,51,12,9,3638,350,-0.566701756291118,1.16177309184674,3
2009-12-17,2009,51,12,9,3639,351,-0.55243531316762,1.18690256865407,1
2009-12-18,2009,51,12,9,3640,352,-0.538005171538299,1.21287338485088,2
2009-12-19,2009,51,12,9,3641,353,-0.52341560736555,1.23970889375092,3
2009-12-20,2009,51,12,9,3642,354,-0.508670943852104,1.26743298618033,2
2009-12-21,2009,52,12,9,3643,355,-0.493775550159977,1.2960700854666,1
2009-12-22,2009,52,12,9,3644,356,-0.478733840115788,1.32564514102253,3
2009-12-23,2009,52,12,9,3645,357,-0.463550270902851,1.35618362042812,2
2009-12-24,2009,52,12,9,3646,358,-0.448229341740411,1.38771149991,4
2009-12-25,2009,52,12,9,3647,359,-0.432775592550432,1.42025525311573,4
2009-12-26,2009,52,12,9,3648,360,-0.417193602612317,1.45384183807749,3
2009-12-27,2009,52,12,9,3649,361,-0.401487989205974,1.48849868225735,3
2009-12-28,2009,53,12,9,3650,362,-0.385663406243607,1.52425366556471,1
2009-12-29,2009,53,12,9,3651,363,-0.369724542890673,1.56113510123404,2
2009-12-30,2009,53,12,9,3652,364,-0.353676122176372,1.59917171445035,2
2009-12-31,2009,53,12,9,3653,365,-0.337522899594114,1.63839261860811,2
2010-01-01,2009,53,1,9,3654,1,-0.321269661692364,1.67882728908919,1
2010-01-02,2009,53,1,9,3655,2,-0.304921224656289,1.72050553444477,0
2010-01-03,2009,53,1,9,3656,3,-0.288482432880609,1.76345746486673,1
2010-01-04,2010,1,1,10,3657,4,-0.271958157534106,1.99783234181276,5
2010-01-05,2010,1,1,10,3658,5,-0.255353295116187,2.04821781668626,4
2010-01-06,2010,1,1,10,3659,6,-0.23867276600595,2.10011236615568,5
2010-01-07,2010,1,1,10,3660,7,-0.221921513004166,2.15355018786295,4
2010-01-08,2010,1,1,10,3661,8,-0.205104499868619,2.20856558932193,2
2010-01-09,2010,1,1,10,3662,9,-0.188226709843244,2.26519293253633,6
2010-01-10,2010,1,1,10,3663,10,-0.171293144181478,2.32346657479901,5
2010-01-11,2010,2,1,10,3664,11,-0.154308820664281,2.38342080557357,3
2010-01-12,2010,2,1,10,3665,12,-0.137278772113265,2.44508977936678,3
2010-01-13,2010,2,1,10,3666,13,-0.120208044899353,2.50850744450857,1
2010-01-14,2010,2,1,10,3667,14,-0.103101697447435,2.57370746776599,4
2010-01-15,2010,2,1,10,3668,15,-0.0859647987374465,2.640723154728,4
2010-01-16,2010,2,1,10,3669,16,-0.0688024268023199,2.70958736591005,7
2010-01-17,2010,2,1,10,3670,17,-0.0516196672232538,2.78033242854004,5
2010-01-18,2010,3,1,10,3671,18,-0.0344216116227457,2.85299004400175,6
2010-01-19,2010,3,1,10,3672,19,-0.0172133561558347,2.92759119092725,8
2010-01-20,2010,3,1,10,3673,20,0,3.00416602394643,9
2010-01-21,2010,3,1,10,3674,21,0.0172133561558347,3.08274376812005,6
2010-01-22,2010,3,1,10,3675,22,0.0344216116227457,3.1633526091017,5
2010-01-23,2010,3,1,10,3676,23,0.0516196672232538,3.24601957909514,6
2010-01-24,2010,3,1,10,3677,24,0.0688024268023199,3.3307704386948,7
2010-01-25,2010,4,1,10,3678,25,0.0859647987374465,3.41762955472086,7
2010-01-26,2010,4,1,10,3679,26,0.103101697447435,3.50661977418434,7
2010-01-27,2010,4,1,10,3680,27,0.120208044899353,3.5977622945433,5
2010-01-28,2010,4,1,10,3681,28,0.137278772113265,3.69107653043783,5
2010-01-29,2010,4,1,10,3682,29,0.154308820664281,3.78657997711917,6
2010-01-30,2010,4,1,10,3683,30,0.171293144181478,3.88428807081712,8
2010-01-31,2010,4,1,10,3684,31,0.188226709843244,3.98421404631915,8
2010-02-01,2010,5,2,10,3685,32,0.205104499868619,4.08636879206516,10
2010-02-02,2010,5,2,10,3686,33,0.221921513004166,4.19076070309277,12
2010-02-03,2010,5,2,10,3687,34,0.23867276600595,4.29739553219939,8
2010-02-04,2010,5,2,10,3688,35,0.255353295116187,4.40627623971917,9
2010-02-05,2010,5,2,10,3689,36,0.271958157534106,4.5174028423452,11
2010-02-06,2010,5,2,10,3690,37,0.288482432880609,4.63077226145899,8
2010-02-07,2010,5,2,10,3691,38,0.304921224656289,4.74637817146167,11
2010-02-08,2010,6,2,10,3692,39,0.321269661692364,4.86421084863233,9
2010-02-09,2010,6,2,10,3693,40,0.337522899594113,4.98425702107056,9
2010-02-10,2010,6,2,10,3694,41,0.353676122176372,5.10649972030955,12
2010-02-11,2010,6,2,10,3695,42,0.369724542890673,5.23091813521616,12
2010-02-12,2010,6,2,10,3696,43,0.385663406243607,5.35748746882117,11
2010-02-13,2010,6,2,10,3697,44,0.401487989205973,5.48617879875003,11
2010-02-14,2010,6,2,10,3698,45,0.417193602612317,5.61695894194812,13
2010-02-15,2010,7,2,10,3699,46,0.432775592550431,5.74979032441727,12
2010-02-16,2010,7,2,10,3700,47,0.448229341740411,5.88463085669989,14
2010-02-17,2010,7,2,10,3701,48,0.463550270902851,6.02143381586467,14
2010-02-18,2010,7,2,10,3702,49,0.478733840115789,6.16014773476157,13
2010-02-19,2010,7,2,10,3703,50,0.493775550159977,6.30071629932554,13
2010-02-20,2010,7,2,10,3704,51,0.508670943852104,6.44307825471553,10
2010-02-21,2010,7,2,10,3705,52,0.52341560736555,6.5871673210795,15
2010-02-22,2010,8,2,10,3706,53,0.5380051715383,6.73291211973593,15
2010-02-23,2010,8,2,10,3707,54,0.55243531316762,6.88023611055787,10
2010-02-24,2010,8,2,10,3708,55,0.566701756291118,7.02905754133693,15
2010-02-25,2010,8,2,10,3709,56,0.580800273453801,7.17928940989084,20
2010-02-26,2010,8,2,10,3710,57,0.594726686960763,7.33083943966026,16
2010-02-27,2010,8,2,10,3711,58,0.608476870115126,7.48361006951658,17
2010-02-28,2010,8,2,10,3712,59,0.622046748440868,7.63749845847455,17
2010-03-01,2010,9,3,10,3713,60,0.635432300890177,7.79239650596931,16
2010-03-02,2010,9,3,10,3714,61,0.648629561034981,7.9481908883186,23
2010-03-03,2010,9,3,10,3715,62,0.661634618242278,8.10476311194656,20
2010-03-04,2010,9,3,10,3716,63,0.674443618832946,8.26198958389534,25
2010-03-05,2010,9,3,10,3717,64,0.687052767223667,8.41974170009626,22
2010-03-06,2010,9,3,10,3718,65,0.699458327051647,8.57788595181147,18
2010-03-07,2010,9,3,10,3719,66,0.711656622281775,8.73628405059195,15
2010-03-08,2010,10,3,10,3720,67,0.723644038295912,8.89479307202736,16
2010-03-09,2010,10,3,10,3721,68,0.735417022963986,9.05326561848816,15
2010-03-10,2010,10,3,10,3722,69,0.746972087696555,9.21155000098127,19
2010-03-11,2010,10,3,10,3723,70,0.758305808478562,9.36949044015656,18
2010-03-12,2010,10,3,10,3724,71,0.769414826883938,9.52692728641474,24
2010-03-13,2010,10,3,10,3725,72,0.780295851070776,9.68369725897617,20
2010-03-14,2010,10,3,10,3726,73,0.790945656756777,9.83963370367658,24
2010-03-15,2010,11,3,10,3727,74,0.801361088174677,9.99456686916005,23
2010-03-16,2010,11,3,10,3728,75,0.811539059007361,10.1483242010412,21
2010-03-17,2010,11,3,10,3729,76,0.821476553302414,10.3007306535098,20
2010-03-18,2010,11,3,10,3730,77,0.831170626365808,10.4516090177509,20
2010-03-19,2010,11,3,10,3731,78,0.840618405634478,10.6007802664535,21
2010-03-20,2010,11,3,10,3732,79,0.849817091527528,10.748063913581,22
2010-03-21,2010,11,3,10,3733,80,0.858763958275803,10.8932783884791,20
2010-03-22,2010,12,3,10,3734,81,0.867456354729597,11.0362414233002,16
2010-03-23,2010,12,3,10,3735,82,0.875891705144243,11.1767704526284,18
2010-03-24,2010,12,3,10,3736,83,0.884067509943364,11.3146830241012,19
2010-03-25,2010,12,3,10,3737,84,0.891981346459549,11.4497972187356,22
2010-03-26,2010,12,3,10,3738,85,0.899630869652243,11.5819320795843,25
2010-03-27,2010,12,3,10,3739,86,0.907013812802636,11.7109080472748,27
2010-03-28,2010,12,3,10,3740,87,0.914127988185334,11.836547400909,29
2010-03-29,2010,13,3,10,3741,88,0.920971287716635,11.9586747027416,26
2010-03-30,2010,13,3,10,3742,89,0.927541683579197,12.0771172449976,23
2010-03-31,2010,13,3,10,3743,90,0.933837228822925,12.1917054971418,22
2010-04-01,2010,13,4,10,3744,91,0.939856057941895,12.3022735518716,24
2010-04-02,2010,13,4,10,3745,92,0.945596387427143,12.408659568076,27
2010-04-03,2010,13,4,10,3746,93,0.951056516295153,12.5107062089811,26
2010-04-04,2010,13,4,10,3747,94,0.956234826591906,12.6082610736886,28
2010-04-05,2010,14,4,10,3748,95,0.961129783872301,12.7011771203159,23
2010-04-06,2010,14,4,10,3749,96,0.965739937654855,12.7893130789498,21
2010-04-07,2010,14,4,10,3750,97,0.970063921851507,12.8725338526483,19
2010-04-08,2010,14,4,10,3751,98,0.97410045517242,12.9507109047517,24
2010-04-09,2010,14,4,10,3752,99,0.977848341505657,13.0237226308034,26
2010-04-10,2010,14,4,10,3753,100,0.981306470271609,13.0914547134329,29
2010-04-11,2010,14,4,10,3754,101,0.984473816752092,13.1538004586086,29
2010-04-12,2010,15,4,10,3755,102,0.987349442393986,13.2106611117422,30
2010-04-13,2010,15,4,10,3756,103,0.989932495087353,13.2619461522032,29
2010-04-14,2010,15,4,10,3757,104,0.992222209417932,13.30757356489,33
2010-04-15,2010,15,4,10,3758,105,0.994217906893952,13.3474700876016,32
2010-04-16,2010,15,4,10,3759,106,0.995918996147179,13.3815714330591,31
2010-04-17,2010,15,4,10,3760,107,0.997324973108156,13.4098224845385,26
2010-04-18,2010,15,4,10,3761,108,0.998435421155564,13.4321774641936,28
2010-04-19,2010,16,4,10,3762,109,0.999250011239683,13.4486000732769,29
2010-04-20,2010,16,4,10,3763,110,0.999768501979891,13.4590636035923,32
2010-04-21,2010,16,4,10,3764,111,0.99999073973619,13.4635510196514,30
2010-04-22,2010,16,4,10,3765,112,0.999916658654738,13.4620550111429,32
2010-04-23,2010,16,4,10,3766,113,0.999546280687357,13.4545780154633,31
2010-04-24,2010,16,4,10,3767,114,0.998879715585034,13.4411322102045,25
2010-04-25,2010,16,4,10,3768,115,0.997917160865392,13.4217394756302,27
2010-04-26,2010,17,4,10,3769,116,0.99665890175417,13.3964313273236,24
2010-04-27,2010,17,4,10,3770,117,0.995105311100698,13.3652488193252,23
2010-04-28,2010,17,4,10,3771,118,0.993256849267414,13.3282424182212,25
2010-04-29,2010,17,4,10,3772,119,0.991114063993455,13.2854718487803,23
2010-04-30,2010,17,4,10,3773,120,0.988677590232341,13.2370059118689,27
2010-05-01,2010,17,5,10,3774,121,0.98594814996383,13.1829222755011,29
2010-05-02,2010,17,5,10,3775,122,0.982926551979982,13.1233072400051,25
2010-05-03,2010,18,5,10,3776,123,0.97961369164549,13.0582554784013,26
2010-05-04,2010,18,5,10,3777,124,0.976010550632368,12.987869753196,28
2010-05-05,2010,18,5,10,3778,125,0.972118196629061,12.9122606108974,31
2010-05-06,2010,18,5,10,3779,126,0.967937783024064,12.8315460556515,23
2010-05-07,2010,18,5,10,3780,127,0.963470548564149,12.7458512034798,27
2010-05-08,2010,18,5,10,3781,128,0.958717816987296,12.6553079186743,27
2010-05-09,2010,18,5,10,3782,129,0.953680996630446,12.5600544339725,27
2010-05-10,2010,19,5,10,3783,130,0.948361580012172,12.4602349561858,21
2010-05-11,2010,19,5,10,3784,131,0.942761143390421,12.355999259002,24
2010-05-12,2010,19,5,10,3785,132,0.936881346295431,12.2475022647167,21
2010-05-13,2010,19,5,10,3786,133,0.930723931037979,12.1349036166697,24
2010-05-14,2010,19,5,10,3787,134,0.924290722193093,12.0183672441786,32
2010-05-15,2010,19,5,10,3788,135,0.917583626059394,11.8980609217635,33
2010-05-16,2010,19,5,10,3789,136,0.910604630094216,11.7741558244492,25
2010-05-17,2010,20,5,10,3790,137,0.903355802324685,11.6468260809163,20
2010-05-18,2010,20,5,10,3791,138,0.895839290734909,11.516248326244,25
2010-05-19,2010,20,5,10,3792,139,0.888057322629493,11.3826012559541,20
2010-05-20,2010,20,5,10,3793,140,0.880012203973536,11.2460651830203,24
2010-05-21,2010,20,5,10,3794,141,0.871706318709322,11.1068215994548,23
2010-05-22,2010,20,5,10,3795,142,0.863142128049912,10.9650527440249,25
2010-05-23,2010,20,5,10,3796,143,0.854322169749827,10.8209411775851,21
2010-05-24,2010,21,5,10,3797,144,0.845249057353063,10.674669367437,20
2010-05-25,2010,21,5,10,3798,145,0.835925479418637,10.5264192820494,17
2010-05-26,2010,21,5,10,3799,146,0.82635419872391,10.3763719973884,17
2010-05-27,2010,21,5,10,3800,147,0.816538051445916,10.2247073160181,18
2010-05-28,2010,21,5,10,3801,148,0.806479946320945,10.0716034000395,21
2010-05-29,2010,21,5,10,3802,149,0.796182863782616,9.91723641884139,23
2010-05-30,2010,21,5,10,3803,150,0.785649855078715,9.76178021253897,28
2010-05-31,2010,22,5,10,3804,151,0.774884041367041,9.60540597187685,22
2010-06-01,2010,22,6,10,3805,152,0.763888612790543,9.44828193527353,17
2010-06-02,2010,22,6,10,3806,153,0.752666827532008,9.29057310358411,21
2010-06-03,2010,22,6,10,3807,154,0.741222010848596,9.13244097305869,18
2010-06-04,2010,22,6,10,3808,155,0.729557554086488,8.97404328687488,19
2010-06-05,2010,22,6,10,3809,156,0.717676913675962,8.81553380552617,19
2010-06-06,2010,22,6,10,3810,157,0.705583610107178,8.65706209625287,19
2010-06-07,2010,23,6,10,3811,158,0.693281226886978,8.49877334161041,27
2010-06-08,2010,23,6,10,3812,159,0.680773409477016,8.3408081671804,19
2010-06-09,2010,23,6,10,3813,160,0.668063864213534,8.18330248834495,19
2010-06-10,2010,23,6,10,3814,161,0.655156357209085,8.02638737596249,18
2010-06-11,2010,23,6,10,3815,162,0.642054713236564,7.87018894070693,17
2010-06-12,2010,23,6,10,3816,163,0.628762814595834,7.71482823575869,16
2010-06-13,2010,23,6,10,3817,164,0.615284599963328,7.56042117746857,19
2010-06-14,2010,24,6,10,3818,165,0.601624063224923,7.40707848355256,19
2010-06-15,2010,24,6,10,3819,166,0.587785252292473,7.25490562831785,17
2010-06-16,2010,24,6,10,3820,167,0.573772267904325,7.10400281436821,16
2010-06-17,2010,24,6,10,3821,168,0.559589262410177,6.95446496018926,13
2010-06-18,2010,24,6,10,3822,169,0.545240438540651,6.80638170297296,13
2010-06-19,2010,24,6,10,3823,170,0.530730048161933,6.65983741600395,14
2010-06-20,2010,24,6,10,3824,171,0.516062391015853,6.51491123989915,12
2010-06-21,2010,25,6,10,3825,172,0.501241813445776,6.37167712696649,11
2010-06-22,2010,25,6,10,3826,173,0.48627270710869,6.23020389792724,15
2010-06-23,2010,25,6,10,3827,174,0.471159507673864,6.0905553102311,14
2010-06-24,2010,25,6,10,3828,175,0.455906693508459,5.95279013718158,13
2010-06-25,2010,25,6,10,3829,176,0.440518784350495,5.81696225708288,17
2010-06-26,2010,25,6,10,3830,177,0.425000339969554,5.68312075161725,10
2010-06-27,2010,25,6,10,3831,178,0.409355958815621,5.55131001266351,13
2010-06-28,2010,26,6,10,3832,179,0.393590276656467,5.42156985677357,9
2010-06-29,2010,26,6,10,3833,180,0.377707965203965,5.29393564653264,11
2010-06-30,2010,26,6,10,3834,181,0.361713730729768,5.16843841804212,12
2010-07-01,2010,26,7,10,3835,182,0.345612312670734,5.0451050137796,14
2010-07-02,2010,26,7,10,3836,183,0.32940848222453,4.92395822010909,9
2010-07-03,2010,26,7,10,3837,184,0.313107040935827,4.80501690873579,13
2010-07-04,2010,26,7,10,3838,185,0.296712819273491,4.68829618142312,8
2010-07-05,2010,27,7,10,3839,186,0.280230675199216,4.57380751731486,8
2010-07-06,2010,27,7,10,3840,187,0.263665492728007,4.46155892223256,9
2010-07-07,2010,27,7,10,3841,188,0.247022180480936,4.35155507934657,6
2010-07-08,2010,27,7,10,3842,189,0.230305670230612,4.24379750064892,5
2010-07-09,2010,27,7,10,3843,190,0.213520915439796,4.13828467868674,8
2010-07-10,2010,27,7,10,3844,191,0.196672889793576,4.03501223804626,8
2010-07-11,2010,27,7,10,3845,192,0.179766585725562,3.93397308610895,8
2010-07-12,2010,28,7,10,3846,193,0.162807012938517,3.83515756263379,6
2010-07-13,2010,28,7,10,3847,194,0.145799196919875,3.73855358775138,4
2010-07-14,2010,28,7,10,3848,195,0.128748177452581,3.64414680798774,6
2010-07-15,2010,28,7,10,3849,196,0.111659007121695,3.55192073996723,5
2010-07-16,2010,28,7,10,3850,197,0.0945367498171991,3.4618569114754,6
2010-07-17,2010,28,7,10,3851,198,0.077386479233463,3.37393499959306,7
2010-07-18,2010,28,7,10,3852,199,0.060213277365793,3.28813296564291,7
2010-07-19,2010,29,7,10,3853,200,0.0430222330045306,3.20442718671909,3
2010-07-20,2010,29,7,10,3854,201,0.0258184402271331,3.12279258359833,4
2010-07-21,2010,29,7,10,3855,202,0.0086069968886887,3.04320274485838,7
2010-07-22,2010,29,7,10,3856,203,-0.00860699688868801,2.96563004705561,11
2010-07-23,2010,29,7,10,3857,204,-0.0258184402271324,2.89004577083848,9
2010-07-24,2010,29,7,10,3858,205,-0.0430222330045303,2.81642021289757,5
2010-07-25,2010,29,7,10,3859,206,-0.0602132773657928,2.74472279367496,4
2010-07-26,2010,30,7,10,3860,207,-0.0773864792334632,2.67492216077744,4
2010-07-27,2010,30,7,10,3861,208,-0.0945367498171993,2.60698628805769,6
2010-07-28,2010,30,7,10,3862,209,-0.111659007121694,2.54088257034626,6
2010-07-29,2010,30,7,10,3863,210,-0.128748177452581,2.47657791383483,5
2010-07-30,2010,30,7,10,3864,211,-0.145799196919874,2.41403882212703,4
2010-07-31,2010,30,7,10,3865,212,-0.162807012938516,2.35323147798815,5
2010-08-01,2010,30,8,10,3866,213,-0.179766585725562,2.29412182083855,4
2010-08-02,2010,31,8,10,3867,214,-0.196672889793576,2.23667562004818,4
2010-08-03,2010,31,8,10,3868,215,-0.213520915439796,2.18085854410049,8
2010-08-04,2010,31,8,10,3869,216,-0.230305670230612,2.12663622570448,6
2010-08-05,2010,31,8,10,3870,217,-0.247022180480935,2.07397432294234,8
2010-08-06,2010,31,8,10,3871,218,-0.263665492728007,2.02283857654804,6
2010-08-07,2010,31,8,10,3872,219,-0.280230675199216,1.97319486341927,6
2010-08-08,2010,31,8,10,3873,220,-0.29671281927349,1.92500924647099,4
2010-08-09,2010,32,8,10,3874,221,-0.313107040935827,1.87824802094373,7
2010-08-10,2010,32,8,10,3875,222,-0.32940848222453,1.8328777572841,5
2010-08-11,2010,32,8,10,3876,223,-0.345612312670733,1.78886534071824,6
2010-08-12,2010,32,8,10,3877,224,-0.361713730729767,1.74617800764141,5
2010-08-13,2010,32,8,10,3878,225,-0.377707965203965,1.70478337894894,4
2010-08-14,2010,32,8,10,3879,226,-0.393590276656466,1.66464949043468,2
2010-08-15,2010,32,8,10,3880,227,-0.409355958815621,1.62574482038411,5
2010-08-16,2010,33,8,10,3881,228,-0.425000339969554,1.58803831448872,6
2010-08-17,2010,33,8,10,3882,229,-0.440518784350495,1.5514994082083,5
2010-08-18,2010,33,8,10,3883,230,-0.455906693508459,1.5160980467064,4
2010-08-19,2010,33,8,10,3884,231,-0.471159507673864,1.48180470248314,4
2010-08-20,2010,33,8,10,3885,232,-0.48627270710869,1.44859039082761,4
2010-08-21,2010,33,8,10,3886,233,-0.501241813445776,1.41642668320999,3
2010-08-22,2010,33,8,10,3887,234,-0.516062391015853,1.38528571873127,5
2010-08-23,2010,34,8,10,3888,235,-0.530730048161933,1.35514021374554,3
2010-08-24,2010,34,8,10,3889,236,-0.545240438540651,1.32596346976722,2
2010-08-25,2010,34,8,10,3890,237,-0.559589262410176,1.29772937977223,1
2010-08-26,2010,34,8,10,3891,238,-0.573772267904324,1.27041243299912,0
2010-08-27,2010,34,8,10,3892,239,-0.587785252292473,1.24398771835254,0
2010-08-28,2010,34,8,10,3893,240,-0.601624063224923,1.21843092650823,3
2010-08-29,2010,34,8,10,3894,241,-0.615284599963328,1.19371835081494,3
2010-08-30,2010,35,8,10,3895,242,-0.628762814595835,1.16982688708514,4
2010-08-31,2010,35,8,10,3896,243,-0.642054713236564,1.14673403236282,4
2010-09-01,2010,35,9,10,3897,244,-0.655156357209085,1.12441788275287,3
2010-09-02,2010,35,9,10,3898,245,-0.668063864213533,1.10285713039301,2
2010-09-03,2010,35,9,10,3899,246,-0.680773409477016,1.08203105964551,1
2010-09-04,2010,35,9,10,3900,247,-0.693281226886977,1.06191954258237,1
2010-09-05,2010,35,9,10,3901,248,-0.705583610107177,1.04250303383414,1
2010-09-06,2010,36,9,10,3902,249,-0.717676913675962,1.02376256486892,0
2010-09-07,2010,36,9,10,3903,250,-0.729557554086488,1.00567973776478,0
2010-09-08,2010,36,9,10,3904,251,-0.741222010848596,0.98823671853544,1
2010-09-09,2010,36,9,10,3905,252,-0.752666827532008,0.971416230065771,2
2010-09-10,2010,36,9,10,3906,253,-0.763888612790543,0.955201544710557,1
2010-09-11,2010,36,9,10,3907,254,-0.774884041367041,0.939576476606816,4
2010-09-12,2010,36,9,10,3908,255,-0.785649855078714,0.924525373747047,2
2010-09-13,2010,37,9,10,3909,256,-0.796182863782615,0.910033109857887,1
2010-09-14,2010,37,9,10,3910,257,-0.806479946320945,0.896085076125885,1
2010-09-15,2010,37,9,10,3911,258,-0.816538051445916,0.882667172809481,2
2010-09-16,2010,37,9,10,3912,259,-0.826354198723909,0.869765800773682,2
2010-09-17,2010,37,9,10,3913,260,-0.835925479418637,0.857367852981537,2
2010-09-18,2010,37,9,10,3914,261,-0.845249057353063,0.845460705974168,1
2010-09-19,2010,37,9,10,3915,262,-0.854322169749827,0.834032211368904,1
