date,year,week,month,fylke,yearMinus2000,dayOfSeries,dayOfYear,seasonalEffect,mu,y
2015-08-28,2015,35,8,9,15,19594,240,-0.601624063224923,2,4
2015-08-29,2015,35,8,9,15,19595,241,-0.615284599963328,2,5
2015-08-30,2015,35,8,9,15,19596,242,-0.628762814595835,2,6
2015-08-31,2015,36,8,9,15,19597,243,-0.642054713236564,2,8
2015-09-01,2015,36,9,9,15,19598,244,-0.655156357209085,2,6
2015-09-02,2015,36,9,9,15,19599,245,-0.668063864213533,2,9
2015-09-03,2015,36,9,9,15,19600,246,-0.680773409477016,2,6
2015-09-04,2015,36,9,9,15,19601,247,-0.693281226886977,2,7
2015-09-05,2015,36,9,9,15,19602,248,-0.705583610107177,2,8
2015-09-06,2015,36,9,9,15,19603,249,-0.717676913675962,2,6
2015-09-07,2015,37,9,9,15,19604,250,-0.729557554086488,2,5
2015-09-08,2015,37,9,9,15,19605,251,-0.741222010848596,2,5
2015-09-09,2015,37,9,9,15,19606,252,-0.752666827532008,2,4
2015-09-10,2015,37,9,9,15,19607,253,-0.763888612790543,2,5
2015-09-11,2015,37,9,9,15,19608,254,-0.774884041367041,2,4
2015-09-12,2015,37,9,9,15,19609,255,-0.785649855078714,2,4
2015-09-13,2015,37,9,9,15,19610,256,-0.796182863782615,2,3
2015-09-14,2015,38,9,9,15,19611,257,-0.806479946320945,1,2
2015-09-15,2015,38,9,9,15,19612,258,-0.816538051445916,1,2
2015-09-16,2015,38,9,9,15,19613,259,-0.826354198723909,1,5
2015-09-17,2015,38,9,9,15,19614,260,-0.835925479418637,1,5
2015-09-18,2015,38,9,9,15,19615,261,-0.845249057353063,1,3
2015-09-19,2015,38,9,9,15,19616,262,-0.854322169749827,1,2
2015-09-20,2015,38,9,9,15,19617,263,-0.863142128049912,1,1
2015-09-21,2015,39,9,9,15,19618,264,-0.871706318709322,1,2
2015-09-22,2015,39,9,9,15,19619,265,-0.880012203973536,1,4
2015-09-23,2015,39,9,9,15,19620,266,-0.888057322629493,1,5
2015-09-24,2015,39,9,9,15,19621,267,-0.895839290734909,1,5
2015-09-25,2015,39,9,9,15,19622,268,-0.903355802324684,1,4
2015-09-26,2015,39,9,9,15,19623,269,-0.910604630094216,1,3
2015-09-27,2015,39,9,9,15,19624,270,-0.917583626059393,1,2
2015-09-28,2015,40,9,9,15,19625,271,-0.924290722193093,1,2
2015-09-29,2015,40,9,9,15,19626,272,-0.930723931037979,1,4
2015-09-30,2015,40,9,9,15,19627,273,-0.936881346295431,1,2
2015-10-01,2015,40,10,9,15,19628,274,-0.942761143390421,1,3
2015-10-02,2015,40,10,9,15,19629,275,-0.948361580012172,1,2
2015-10-03,2015,40,10,9,15,19630,276,-0.953680996630445,1,3
2015-10-04,2015,40,10,9,15,19631,277,-0.958717816987296,1,3
2015-10-05,2015,41,10,9,15,19632,278,-0.963470548564149,1,2
2015-10-06,2015,41,10,9,15,19633,279,-0.967937783024064,1,2
2015-10-07,2015,41,10,9,15,19634,280,-0.972118196629061,1,4
2015-10-08,2015,41,10,9,15,19635,281,-0.976010550632368,1,8
2015-10-09,2015,41,10,9,15,19636,282,-0.97961369164549,1,4
2015-10-10,2015,41,10,9,15,19637,283,-0.982926551979982,1,5
2015-10-11,2015,41,10,9,15,19638,284,-0.98594814996383,1,3
2015-10-12,2015,42,10,9,15,19639,285,-0.98867759023234,1,3
2015-10-13,2015,42,10,9,15,19640,286,-0.991114063993455,1,3
2015-10-14,2015,42,10,9,15,19641,287,-0.993256849267414,1,3
2015-10-15,2015,42,10,9,15,19642,288,-0.995105311100697,1,2
2015-10-16,2015,42,10,9,15,19643,289,-0.99665890175417,1,3
2015-10-17,2015,42,10,9,15,19644,290,-0.997917160865392,1,5
2015-10-18,2015,42,10,9,15,19645,291,-0.998879715585034,1,5
2015-10-19,2015,43,10,9,15,19646,292,-0.999546280687357,1,3
2015-10-20,2015,43,10,9,15,19647,293,-0.999916658654738,1,4
2015-10-21,2015,43,10,9,15,19648,294,-0.99999073973619,1,3
2015-10-22,2015,43,10,9,15,19649,295,-0.999768501979891,1,3
2015-10-23,2015,43,10,9,15,19650,296,-0.999250011239683,1,3
2015-10-24,2015,43,10,9,15,19651,297,-0.998435421155564,1,2
2015-10-25,2015,43,10,9,15,19652,298,-0.997324973108156,1,1
2015-10-26,2015,44,10,9,15,19653,299,-0.995918996147179,1,1
2015-10-27,2015,44,10,9,15,19654,300,-0.994217906893952,1,1
2015-10-28,2015,44,10,9,15,19655,301,-0.992222209417932,1,3
2015-10-29,2015,44,10,9,15,19656,302,-0.989932495087353,1,4
2015-10-30,2015,44,10,9,15,19657,303,-0.987349442393986,1,6
2015-10-31,2015,44,10,9,15,19658,304,-0.984473816752092,1,3
2015-11-01,2015,44,11,9,15,19659,305,-0.981306470271609,1,3
2015-11-02,2015,45,11,9,15,19660,306,-0.977848341505657,1,2
2015-11-03,2015,45,11,9,15,19661,307,-0.974100455172421,1,4
2015-11-04,2015,45,11,9,15,19662,308,-0.970063921851507,1,3
2015-11-05,2015,45,11,9,15,19663,309,-0.965739937654855,1,3
2015-11-06,2015,45,11,9,15,19664,310,-0.961129783872301,1,2
2015-11-07,2015,45,11,9,15,19665,311,-0.956234826591906,1,4
2015-11-08,2015,45,11,9,15,19666,312,-0.951056516295154,1,2
2015-11-09,2015,46,11,9,15,19667,313,-0.945596387427143,1,2
2015-11-10,2015,46,11,9,15,19668,314,-0.939856057941895,1,2
2015-11-11,2015,46,11,9,15,19669,315,-0.933837228822925,1,2
2015-11-12,2015,46,11,9,15,19670,316,-0.927541683579197,1,2
2015-11-13,2015,46,11,9,15,19671,317,-0.920971287716635,1,2
2015-11-14,2015,46,11,9,15,19672,318,-0.914127988185334,1,1
2015-11-15,2015,46,11,9,15,19673,319,-0.907013812802636,1,1
2015-11-16,2015,47,11,9,15,19674,320,-0.899630869652243,1,3
2015-11-17,2015,47,11,9,15,19675,321,-0.891981346459549,1,3
2015-11-18,2015,47,11,9,15,19676,322,-0.884067509943364,1,2
2015-11-19,2015,47,11,9,15,19677,323,-0.875891705144243,1,3
2015-11-20,2015,47,11,9,15,19678,324,-0.867456354729597,1,3
2015-11-21,2015,47,11,9,15,19679,325,-0.858763958275803,1,3
2015-11-22,2015,47,11,9,15,19680,326,-0.849817091527528,1,3
2015-11-23,2015,48,11,9,15,19681,327,-0.840618405634478,1,2
2015-11-24,2015,48,11,9,15,19682,328,-0.831170626365808,1,2
2015-11-25,2015,48,11,9,15,19683,329,-0.821476553302415,1,6
2015-11-26,2015,48,11,9,15,19684,330,-0.811539059007361,1,4
2015-11-27,2015,48,11,9,15,19685,331,-0.801361088174677,1,4
2015-11-28,2015,48,11,9,15,19686,332,-0.790945656756778,2,8
2015-11-29,2015,48,11,9,15,19687,333,-0.780295851070776,2,6
2015-11-30,2015,49,11,9,15,19688,334,-0.769414826883938,2,6
2015-12-01,2015,49,12,9,15,19689,335,-0.758305808478563,2,5
2015-12-02,2015,49,12,9,15,19690,336,-0.746972087696555,2,5
2015-12-03,2015,49,12,9,15,19691,337,-0.735417022963986,2,5
2015-12-04,2015,49,12,9,15,19692,338,-0.723644038295912,2,7
2015-12-05,2015,49,12,9,15,19693,339,-0.711656622281775,2,5
2015-12-06,2015,49,12,9,15,19694,340,-0.699458327051647,2,5
2015-12-07,2015,50,12,9,15,19695,341,-0.687052767223667,2,4
2015-12-08,2015,50,12,9,15,19696,342,-0.674443618832946,2,4
2015-12-09,2015,50,12,9,15,19697,343,-0.661634618242279,2,4
2015-12-10,2015,50,12,9,15,19698,344,-0.648629561034982,2,5
2015-12-11,2015,50,12,9,15,19699,345,-0.635432300890178,2,5
2015-12-12,2015,50,12,9,15,19700,346,-0.622046748440868,2,5
2015-12-13,2015,50,12,9,15,19701,347,-0.608476870115126,2,5
2015-12-14,2015,51,12,9,15,19702,348,-0.594726686960764,2,7
2015-12-15,2015,51,12,9,15,19703,349,-0.580800273453801,2,7
2015-12-16,2015,51,12,9,15,19704,350,-0.566701756291118,2,5
2015-12-17,2015,51,12,9,15,19705,351,-0.55243531316762,2,4
2015-12-18,2015,51,12,9,15,19706,352,-0.538005171538299,2,5
2015-12-19,2015,51,12,9,15,19707,353,-0.52341560736555,2,3
2015-12-20,2015,51,12,9,15,19708,354,-0.508670943852104,2,3
2015-12-21,2015,52,12,9,15,19709,355,-0.493775550159977,2,2
2015-12-22,2015,52,12,9,15,19710,356,-0.478733840115788,2,5
2015-12-23,2015,52,12,9,15,19711,357,-0.463550270902851,2,7
2015-12-24,2015,52,12,9,15,19712,358,-0.448229341740411,3,8
2015-12-25,2015,52,12,9,15,19713,359,-0.432775592550432,3,10
2015-12-26,2015,52,12,9,15,19714,360,-0.417193602612317,3,7
2015-12-27,2015,52,12,9,15,19715,361,-0.401487989205974,3,8
2015-12-28,2015,53,12,9,15,19716,362,-0.385663406243607,3,11
2015-12-29,2015,53,12,9,15,19717,363,-0.369724542890673,3,12
2015-12-30,2015,53,12,9,15,19718,364,-0.353676122176372,3,11
2015-12-31,2015,53,12,9,15,19719,365,-0.337522899594114,3,10
2010-01-01,2009,53,1,10,9,19720,1,-0.321269661692364,2,8
2010-01-02,2009,53,1,10,9,19721,2,-0.304921224656289,2,6
2010-01-03,2009,53,1,10,9,19722,3,-0.288482432880609,2,4
2010-01-04,2010,1,1,10,10,19723,4,-0.271958157534106,2,3
2010-01-05,2010,1,1,10,10,19724,5,-0.255353295116187,2,3
2010-01-06,2010,1,1,10,10,19725,6,-0.23867276600595,2,4
2010-01-07,2010,1,1,10,10,19726,7,-0.221921513004166,2,4
2010-01-08,2010,1,1,10,10,19727,8,-0.205104499868619,2,4
2010-01-09,2010,1,1,10,10,19728,9,-0.188226709843244,2,5
2010-01-10,2010,1,1,10,10,19729,10,-0.171293144181478,2,6
2010-01-11,2010,2,1,10,10,19730,11,-0.154308820664281,2,6
2010-01-12,2010,2,1,10,10,19731,12,-0.137278772113265,2,6
2010-01-13,2010,2,1,10,10,19732,13,-0.120208044899353,3,7
2010-01-14,2010,2,1,10,10,19733,14,-0.103101697447435,3,9
2010-01-15,2010,2,1,10,10,19734,15,-0.0859647987374465,3,9
2010-01-16,2010,2,1,10,10,19735,16,-0.0688024268023199,3,8
2010-01-17,2010,2,1,10,10,19736,17,-0.0516196672232538,3,9
2010-01-18,2010,3,1,10,10,19737,18,-0.0344216116227457,3,9
2010-01-19,2010,3,1,10,10,19738,19,-0.0172133561558347,3,7
2010-01-20,2010,3,1,10,10,19739,20,0,3,7
2010-01-21,2010,3,1,10,10,19740,21,0.0172133561558347,3,8
2010-01-22,2010,3,1,10,10,19741,22,0.0344216116227457,3,7
2010-01-23,2010,3,1,10,10,19742,23,0.0516196672232538,3,7
2010-01-24,2010,3,1,10,10,19743,24,0.0688024268023199,3,9
2010-01-25,2010,4,1,10,10,19744,25,0.0859647987374465,3,8
2010-01-26,2010,4,1,10,10,19745,26,0.103101697447435,4,12
2010-01-27,2010,4,1,10,10,19746,27,0.120208044899353,4,13
2010-01-28,2010,4,1,10,10,19747,28,0.137278772113265,4,10
2010-01-29,2010,4,1,10,10,19748,29,0.154308820664281,4,9
2010-01-30,2010,4,1,10,10,19749,30,0.171293144181478,4,12
2010-01-31,2010,4,1,10,10,19750,31,0.188226709843244,4,10
2010-02-01,2010,5,2,10,10,19751,32,0.205104499868619,4,14
2010-02-02,2010,5,2,10,10,19752,33,0.221921513004166,4,14
2010-02-03,2010,5,2,10,10,19753,34,0.23867276600595,4,12
2010-02-04,2010,5,2,10,10,19754,35,0.255353295116187,4,11
2010-02-05,2010,5,2,10,10,19755,36,0.271958157534106,5,15
2010-02-06,2010,5,2,10,10,19756,37,0.288482432880609,5,13
2010-02-07,2010,5,2,10,10,19757,38,0.304921224656289,5,13
2010-02-08,2010,6,2,10,10,19758,39,0.321269661692364,5,14
2010-02-09,2010,6,2,10,10,19759,40,0.337522899594113,5,14
2010-02-10,2010,6,2,10,10,19760,41,0.353676122176372,5,18
2010-02-11,2010,6,2,10,10,19761,42,0.369724542890673,5,15
2010-02-12,2010,6,2,10,10,19762,43,0.385663406243607,5,15
2010-02-13,2010,6,2,10,10,19763,44,0.401487989205973,5,14
2010-02-14,2010,6,2,10,10,19764,45,0.417193602612317,6,13
2010-02-15,2010,7,2,10,10,19765,46,0.432775592550431,6,15
2010-02-16,2010,7,2,10,10,19766,47,0.448229341740411,6,16
2010-02-17,2010,7,2,10,10,19767,48,0.463550270902851,6,17
2010-02-18,2010,7,2,10,10,19768,49,0.478733840115789,6,15
2010-02-19,2010,7,2,10,10,19769,50,0.493775550159977,6,16
2010-02-20,2010,7,2,10,10,19770,51,0.508670943852104,6,19
2010-02-21,2010,7,2,10,10,19771,52,0.52341560736555,7,23
2010-02-22,2010,8,2,10,10,19772,53,0.5380051715383,7,18
2010-02-23,2010,8,2,10,10,19773,54,0.55243531316762,7,22
2010-02-24,2010,8,2,10,10,19774,55,0.566701756291118,7,20
2010-02-25,2010,8,2,10,10,19775,56,0.580800273453801,7,14
2010-02-26,2010,8,2,10,10,19776,57,0.594726686960763,7,17
2010-02-27,2010,8,2,10,10,19777,58,0.608476870115126,7,21
2010-02-28,2010,8,2,10,10,19778,59,0.622046748440868,8,28
2010-03-01,2010,9,3,10,10,19779,60,0.635432300890177,8,26
2010-03-02,2010,9,3,10,10,19780,61,0.648629561034981,8,24
2010-03-03,2010,9,3,10,10,19781,62,0.661634618242278,8,28
2010-03-04,2010,9,3,10,10,19782,63,0.674443618832946,8,22
2010-03-05,2010,9,3,10,10,19783,64,0.687052767223667,8,22
2010-03-06,2010,9,3,10,10,19784,65,0.699458327051647,9,22
2010-03-07,2010,9,3,10,10,19785,66,0.711656622281775,9,31
2010-03-08,2010,10,3,10,10,19786,67,0.723644038295912,9,31
2010-03-09,2010,10,3,10,10,19787,68,0.735417022963986,9,29
2010-03-10,2010,10,3,10,10,19788,69,0.746972087696555,9,26
2010-03-11,2010,10,3,10,10,19789,70,0.758305808478562,9,25
2010-03-12,2010,10,3,10,10,19790,71,0.769414826883938,10,25
2010-03-13,2010,10,3,10,10,19791,72,0.780295851070776,10,30
2010-03-14,2010,10,3,10,10,19792,73,0.790945656756777,10,32
2010-03-15,2010,11,3,10,10,19793,74,0.801361088174677,10,35
2010-03-16,2010,11,3,10,10,19794,75,0.811539059007361,10,30
2010-03-17,2010,11,3,10,10,19795,76,0.821476553302414,10,28
2010-03-18,2010,11,3,10,10,19796,77,0.831170626365808,10,29
2010-03-19,2010,11,3,10,10,19797,78,0.840618405634478,11,33
2010-03-20,2010,11,3,10,10,19798,79,0.849817091527528,11,33
2010-03-21,2010,11,3,10,10,19799,80,0.858763958275803,11,33
2010-03-22,2010,12,3,10,10,19800,81,0.867456354729597,11,34
2010-03-23,2010,12,3,10,10,19801,82,0.875891705144243,11,42
2010-03-24,2010,12,3,10,10,19802,83,0.884067509943364,11,33
2010-03-25,2010,12,3,10,10,19803,84,0.891981346459549,11,33
2010-03-26,2010,12,3,10,10,19804,85,0.899630869652243,12,31
2010-03-27,2010,12,3,10,10,19805,86,0.907013812802636,12,37
2010-03-28,2010,12,3,10,10,19806,87,0.914127988185334,12,35
2010-03-29,2010,13,3,10,10,19807,88,0.920971287716635,12,35
2010-03-30,2010,13,3,10,10,19808,89,0.927541683579197,12,34
2010-03-31,2010,13,3,10,10,19809,90,0.933837228822925,12,39
2010-04-01,2010,13,4,10,10,19810,91,0.939856057941895,12,39
2010-04-02,2010,13,4,10,10,19811,92,0.945596387427143,12,33
2010-04-03,2010,13,4,10,10,19812,93,0.951056516295153,13,40
2010-04-04,2010,13,4,10,10,19813,94,0.956234826591906,13,39
2010-04-05,2010,14,4,10,10,19814,95,0.961129783872301,13,35
2010-04-06,2010,14,4,10,10,19815,96,0.965739937654855,13,37
2010-04-07,2010,14,4,10,10,19816,97,0.970063921851507,13,31
2010-04-08,2010,14,4,10,10,19817,98,0.97410045517242,13,38
2010-04-09,2010,14,4,10,10,19818,99,0.977848341505657,13,41
2010-04-10,2010,14,4,10,10,19819,100,0.981306470271609,13,37
2010-04-11,2010,14,4,10,10,19820,101,0.984473816752092,13,41
2010-04-12,2010,15,4,10,10,19821,102,0.987349442393986,13,37
2010-04-13,2010,15,4,10,10,19822,103,0.989932495087353,13,33
2010-04-14,2010,15,4,10,10,19823,104,0.992222209417932,13,34
2010-04-15,2010,15,4,10,10,19824,105,0.994217906893952,13,37
2010-04-16,2010,15,4,10,10,19825,106,0.995918996147179,13,34
2010-04-17,2010,15,4,10,10,19826,107,0.997324973108156,13,33
2010-04-18,2010,15,4,10,10,19827,108,0.998435421155564,13,37
2010-04-19,2010,16,4,10,10,19828,109,0.999250011239683,13,37
2010-04-20,2010,16,4,10,10,19829,110,0.999768501979891,13,44
2010-04-21,2010,16,4,10,10,19830,111,0.99999073973619,13,37
2010-04-22,2010,16,4,10,10,19831,112,0.999916658654738,13,34
2010-04-23,2010,16,4,10,10,19832,113,0.999546280687357,13,37
2010-04-24,2010,16,4,10,10,19833,114,0.998879715585034,13,42
2010-04-25,2010,16,4,10,10,19834,115,0.997917160865392,13,38
2010-04-26,2010,17,4,10,10,19835,116,0.99665890175417,13,41
2010-04-27,2010,17,4,10,10,19836,117,0.995105311100698,13,42
2010-04-28,2010,17,4,10,10,19837,118,0.993256849267414,13,42
2010-04-29,2010,17,4,10,10,19838,119,0.991114063993455,13,37
2010-04-30,2010,17,4,10,10,19839,120,0.988677590232341,13,38
2010-05-01,2010,17,5,10,10,19840,121,0.98594814996383,13,43
2010-05-02,2010,17,5,10,10,19841,122,0.982926551979982,13,35
2010-05-03,2010,18,5,10,10,19842,123,0.97961369164549,13,37
2010-05-04,2010,18,5,10,10,19843,124,0.976010550632368,13,32
2010-05-05,2010,18,5,10,10,19844,125,0.972118196629061,13,37
2010-05-06,2010,18,5,10,10,19845,126,0.967937783024064,13,41
2010-05-07,2010,18,5,10,10,19846,127,0.963470548564149,13,39
2010-05-08,2010,18,5,10,10,19847,128,0.958717816987296,13,46
2010-05-09,2010,18,5,10,10,19848,129,0.953680996630446,13,45
2010-05-10,2010,19,5,10,10,19849,130,0.948361580012172,12,41
2010-05-11,2010,19,5,10,10,19850,131,0.942761143390421,12,38
2010-05-12,2010,19,5,10,10,19851,132,0.936881346295431,12,37
2010-05-13,2010,19,5,10,10,19852,133,0.930723931037979,12,34
2010-05-14,2010,19,5,10,10,19853,134,0.924290722193093,12,38
2010-05-15,2010,19,5,10,10,19854,135,0.917583626059394,12,39
2010-05-16,2010,19,5,10,10,19855,136,0.910604630094216,12,40
2010-05-17,2010,20,5,10,10,19856,137,0.903355802324685,12,40
2010-05-18,2010,20,5,10,10,19857,138,0.895839290734909,12,35
2010-05-19,2010,20,5,10,10,19858,139,0.888057322629493,11,30
2010-05-20,2010,20,5,10,10,19859,140,0.880012203973536,11,35
2010-05-21,2010,20,5,10,10,19860,141,0.871706318709322,11,31
2010-05-22,2010,20,5,10,10,19861,142,0.863142128049912,11,39
2010-05-23,2010,20,5,10,10,19862,143,0.854322169749827,11,34
2010-05-24,2010,21,5,10,10,19863,144,0.845249057353063,11,35
2010-05-25,2010,21,5,10,10,19864,145,0.835925479418637,11,31
2010-05-26,2010,21,5,10,10,19865,146,0.82635419872391,10,28
2010-05-27,2010,21,5,10,10,19866,147,0.816538051445916,10,30
2010-05-28,2010,21,5,10,10,19867,148,0.806479946320945,10,31
2010-05-29,2010,21,5,10,10,19868,149,0.796182863782616,10,28
2010-05-30,2010,21,5,10,10,19869,150,0.785649855078715,10,31
2010-05-31,2010,22,5,10,10,19870,151,0.774884041367041,10,27
2010-06-01,2010,22,6,10,10,19871,152,0.763888612790543,9,30
2010-06-02,2010,22,6,10,10,19872,153,0.752666827532008,9,34
2010-06-03,2010,22,6,10,10,19873,154,0.741222010848596,9,29
2010-06-04,2010,22,6,10,10,19874,155,0.729557554086488,9,26
2010-06-05,2010,22,6,10,10,19875,156,0.717676913675962,9,27
2010-06-06,2010,22,6,10,10,19876,157,0.705583610107178,9,22
2010-06-07,2010,23,6,10,10,19877,158,0.693281226886978,8,18
2010-06-08,2010,23,6,10,10,19878,159,0.680773409477016,8,18
2010-06-09,2010,23,6,10,10,19879,160,0.668063864213534,8,22
2010-06-10,2010,23,6,10,10,19880,161,0.655156357209085,8,21
2010-06-11,2010,23,6,10,10,19881,162,0.642054713236564,8,23
2010-06-12,2010,23,6,10,10,19882,163,0.628762814595834,8,28
2010-06-13,2010,23,6,10,10,19883,164,0.615284599963328,8,26
2010-06-14,2010,24,6,10,10,19884,165,0.601624063224923,7,24
2010-06-15,2010,24,6,10,10,19885,166,0.587785252292473,7,18
2010-06-16,2010,24,6,10,10,19886,167,0.573772267904325,7,24
2010-06-17,2010,24,6,10,10,19887,168,0.559589262410177,7,20
2010-06-18,2010,24,6,10,10,19888,169,0.545240438540651,7,21
2010-06-19,2010,24,6,10,10,19889,170,0.530730048161933,7,22
2010-06-20,2010,24,6,10,10,19890,171,0.516062391015853,7,21
2010-06-21,2010,25,6,10,10,19891,172,0.501241813445776,6,25
2010-06-22,2010,25,6,10,10,19892,173,0.48627270710869,6,24
2010-06-23,2010,25,6,10,10,19893,174,0.471159507673864,6,26
2010-06-24,2010,25,6,10,10,19894,175,0.455906693508459,6,23
2010-06-25,2010,25,6,10,10,19895,176,0.440518784350495,6,20
2010-06-26,2010,25,6,10,10,19896,177,0.425000339969554,6,18
2010-06-27,2010,25,6,10,10,19897,178,0.409355958815621,6,15
2010-06-28,2010,26,6,10,10,19898,179,0.393590276656467,5,14
2010-06-29,2010,26,6,10,10,19899,180,0.377707965203965,5,12
2010-06-30,2010,26,6,10,10,19900,181,0.361713730729768,5,12
2010-07-01,2010,26,7,10,10,19901,182,0.345612312670734,5,14
2010-07-02,2010,26,7,10,10,19902,183,0.32940848222453,5,16
2010-07-03,2010,26,7,10,10,19903,184,0.313107040935827,5,12
2010-07-04,2010,26,7,10,10,19904,185,0.296712819273491,5,18
2010-07-05,2010,27,7,10,10,19905,186,0.280230675199216,5,17
2010-07-06,2010,27,7,10,10,19906,187,0.263665492728007,4,17
2010-07-07,2010,27,7,10,10,19907,188,0.247022180480936,4,15
2010-07-08,2010,27,7,10,10,19908,189,0.230305670230612,4,14
2010-07-09,2010,27,7,10,10,19909,190,0.213520915439796,4,14
2010-07-10,2010,27,7,10,10,19910,191,0.196672889793576,4,14
2010-07-11,2010,27,7,10,10,19911,192,0.179766585725562,4,13
2010-07-12,2010,28,7,10,10,19912,193,0.162807012938517,4,11
2010-07-13,2010,28,7,10,10,19913,194,0.145799196919875,4,11
2010-07-14,2010,28,7,10,10,19914,195,0.128748177452581,4,13
2010-07-15,2010,28,7,10,10,19915,196,0.111659007121695,4,11
2010-07-16,2010,28,7,10,10,19916,197,0.0945367498171991,3,11
2010-07-17,2010,28,7,10,10,19917,198,0.077386479233463,3,9
2010-07-18,2010,28,7,10,10,19918,199,0.060213277365793,3,8
2010-07-19,2010,29,7,10,10,19919,200,0.0430222330045306,3,9
2010-07-20,2010,29,7,10,10,19920,201,0.0258184402271331,3,13
2010-07-21,2010,29,7,10,10,19921,202,0.0086069968886887,3,11
2010-07-22,2010,29,7,10,10,19922,203,-0.00860699688868801,3,11
2010-07-23,2010,29,7,10,10,19923,204,-0.0258184402271324,3,8
2010-07-24,2010,29,7,10,10,19924,205,-0.0430222330045303,3,8
2010-07-25,2010,29,7,10,10,19925,206,-0.0602132773657928,3,8
2010-07-26,2010,30,7,10,10,19926,207,-0.0773864792334632,3,7
2010-07-27,2010,30,7,10,10,19927,208,-0.0945367498171993,3,8
2010-07-28,2010,30,7,10,10,19928,209,-0.111659007121694,3,13
2010-07-29,2010,30,7,10,10,19929,210,-0.128748177452581,2,11
2010-07-30,2010,30,7,10,10,19930,211,-0.145799196919874,2,8
2010-07-31,2010,30,7,10,10,19931,212,-0.162807012938516,2,6
2010-08-01,2010,30,8,10,10,19932,213,-0.179766585725562,2,5
2010-08-02,2010,31,8,10,10,19933,214,-0.196672889793576,2,3
2010-08-03,2010,31,8,10,10,19934,215,-0.213520915439796,2,3
2010-08-04,2010,31,8,10,10,19935,216,-0.230305670230612,2,4
2010-08-05,2010,31,8,10,10,19936,217,-0.247022180480935,2,5
2010-08-06,2010,31,8,10,10,19937,218,-0.263665492728007,2,6
2010-08-07,2010,31,8,10,10,19938,219,-0.280230675199216,2,5
2010-08-08,2010,31,8,10,10,19939,220,-0.29671281927349,2,4
2010-08-09,2010,32,8,10,10,19940,221,-0.313107040935827,2,3
2010-08-10,2010,32,8,10,10,19941,222,-0.32940848222453,2,3
2010-08-11,2010,32,8,10,10,19942,223,-0.345612312670733,2,2
2010-08-12,2010,32,8,10,10,19943,224,-0.361713730729767,2,4
2010-08-13,2010,32,8,10,10,19944,225,-0.377707965203965,2,7
2010-08-14,2010,32,8,10,10,19945,226,-0.393590276656466,2,6
2010-08-15,2010,32,8,10,10,19946,227,-0.409355958815621,2,5
2010-08-16,2010,33,8,10,10,19947,228,-0.425000339969554,2,8
2010-08-17,2010,33,8,10,10,19948,229,-0.440518784350495,2,9
2010-08-18,2010,33,8,10,10,19949,230,-0.455906693508459,2,9
2010-08-19,2010,33,8,10,10,19950,231,-0.471159507673864,1,6
2010-08-20,2010,33,8,10,10,19951,232,-0.48627270710869,1,5
2010-08-21,2010,33,8,10,10,19952,233,-0.501241813445776,1,4
2010-08-22,2010,33,8,10,10,19953,234,-0.516062391015853,1,3
2010-08-23,2010,34,8,10,10,19954,235,-0.530730048161933,1,2
2010-08-24,2010,34,8,10,10,19955,236,-0.545240438540651,1,3
2010-08-25,2010,34,8,10,10,19956,237,-0.559589262410176,1,3
2010-08-26,2010,34,8,10,10,19957,238,-0.573772267904324,1,3
2010-08-27,2010,34,8,10,10,19958,239,-0.587785252292473,1,4
2010-08-28,2010,34,8,10,10,19959,240,-0.601624063224923,1,2
2010-08-29,2010,34,8,10,10,19960,241,-0.615284599963328,1,4
2010-08-30,2010,35,8,10,10,19961,242,-0.628762814595835,1,2
2010-08-31,2010,35,8,10,10,19962,243,-0.642054713236564,1,3
2010-09-01,2010,35,9,10,10,19963,244,-0.655156357209085,1,4
2010-09-02,2010,35,9,10,10,19964,245,-0.668063864213533,1,3
2010-09-03,2010,35,9,10,10,19965,246,-0.680773409477016,1,3
2010-09-04,2010,35,9,10,10,19966,247,-0.693281226886977,1,6
2010-09-05,2010,35,9,10,10,19967,248,-0.705583610107177,1,5
2010-09-06,2010,36,9,10,10,19968,249,-0.717676913675962,1,4
2010-09-07,2010,36,9,10,10,19969,250,-0.729557554086488,1,3
2010-09-08,2010,36,9,10,10,19970,251,-0.741222010848596,1,4
2010-09-09,2010,36,9,10,10,19971,252,-0.752666827532008,1,5
2010-09-10,2010,36,9,10,10,19972,253,-0.763888612790543,1,6
2010-09-11,2010,36,9,10,10,19973,254,-0.774884041367041,1,3
2010-09-12,2010,36,9,10,10,19974,255,-0.785649855078714,1,3
2010-09-13,2010,37,9,10,10,19975,256,-0.796182863782615,1,3
2010-09-14,2010,37,9,10,10,19976,257,-0.806479946320945,1,3
2010-09-15,2010,37,9,10,10,19977,258,-0.816538051445916,1,2
2010-09-16,2010,37,9,10,10,19978,259,-0.826354198723909,1,4
2010-09-17,2010,37,9,10,10,19979,260,-0.835925479418637,1,2
2010-09-18,2010,37,9,10,10,19980,261,-0.845249057353063,1,3
2010-09-19,2010,37,9,10,10,19981,262,-0.854322169749827,1,3
2010-09-20,2010,38,9,10,10,19982,263,-0.863142128049912,1,3
2010-09-21,2010,38,9,10,10,19983,264,-0.871706318709322,1,3
2010-09-22,2010,38,9,10,10,19984,265,-0.880012203973536,1,2
2010-09-23,2010,38,9,10,10,19985,266,-0.888057322629493,1,2
