date,fylke,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2013-11-10,2,4,2013,45,11,Autumn,0,13,1410,15,30
2013-11-11,2,1,2013,46,11,Autumn,0,13,1411,15,31
2013-11-12,2,9,2013,46,11,Autumn,0,13,1412,15,32
2013-11-13,2,5,2013,46,11,Autumn,0,13,1413,15,31
2013-11-14,2,9,2013,46,11,Autumn,0,13,1414,15,31
2013-11-15,2,7,2013,46,11,Autumn,0,13,1415,15,30
2013-11-16,2,5,2013,46,11,Autumn,0,13,1416,15,25
2013-11-17,2,3,2013,46,11,Autumn,0,13,1417,15,27
2013-11-18,2,3,2013,47,11,Autumn,0,13,1418,15,27
2013-11-19,2,6,2013,47,11,Autumn,0,13,1419,15,28
2013-11-20,2,3,2013,47,11,Autumn,0,13,1420,15,29
2013-11-21,2,12,2013,47,11,Autumn,0,13,1421,15,24
2013-11-22,2,4,2013,47,11,Autumn,0,13,1422,15,20
2013-11-23,2,2,2013,47,11,Autumn,0,13,1423,15,21
2013-11-24,2,5,2013,47,11,Autumn,0,13,1424,15,30
2013-11-25,2,7,2013,48,11,Autumn,0,13,1425,15,35
2013-11-26,2,2,2013,48,11,Autumn,0,13,1426,15,28
2013-11-27,2,3,2013,48,11,Autumn,0,13,1427,15,30
2013-11-28,2,6,2013,48,11,Autumn,0,13,1428,15,34
2013-11-29,2,4,2013,48,11,Autumn,0,13,1429,15,35
2013-11-30,2,1,2013,48,11,Autumn,0,13,1430,15,38
2013-12-01,2,7,2013,48,12,Winter,0,13,1431,15,32
2013-12-02,2,5,2013,49,12,Winter,0,13,1432,15,34
2013-12-03,2,3,2013,49,12,Winter,0,13,1433,15,36
2013-12-04,2,2,2013,49,12,Winter,0,13,1434,15,29
2013-12-05,2,7,2013,49,12,Winter,0,13,1435,15,27
2013-12-06,2,3,2013,49,12,Winter,0,13,1436,15,32
2013-12-07,2,4,2013,49,12,Winter,0,13,1437,15,26
2013-12-08,2,4,2013,49,12,Winter,0,13,1438,15,25
2013-12-09,2,5,2013,50,12,Winter,0,13,1439,15,30
2013-12-10,2,2,2013,50,12,Winter,0,13,1440,15,32
2013-12-11,2,4,2013,50,12,Winter,0,13,1441,15,28
2013-12-12,2,6,2013,50,12,Winter,0,13,1442,15,31
2013-12-13,2,0,2013,50,12,Winter,0,13,1443,15,33
2013-12-14,2,5,2013,50,12,Winter,0,13,1444,15,35
2013-12-15,2,4,2013,50,12,Winter,0,13,1445,15,33
2013-12-16,2,2,2013,51,12,Winter,0,13,1446,15,28
2013-12-17,2,2,2013,51,12,Winter,0,13,1447,15,28
2013-12-18,2,6,2013,51,12,Winter,0,13,1448,15,26
2013-12-19,2,5,2013,51,12,Winter,0,13,1449,15,27
2013-12-20,2,4,2013,51,12,Winter,0,13,1450,15,29
2013-12-21,2,5,2013,51,12,Winter,0,13,1451,15,31
2013-12-22,2,5,2013,51,12,Winter,0,13,1452,15,38
2013-12-23,2,2,2013,52,12,Winter,0,13,1453,15,31
2013-12-24,2,7,2013,52,12,Winter,0,13,1454,15,30
2013-12-25,2,3,2013,52,12,Winter,0,13,1455,15,31
2013-12-26,2,5,2013,52,12,Winter,0,13,1456,15,36
2013-12-27,2,3,2013,52,12,Winter,0,13,1457,15,32
2013-12-28,2,8,2013,52,12,Winter,0,13,1458,15,25
2013-12-29,2,5,2013,52,12,Winter,0,13,1459,15,30
2013-12-30,2,3,2014,1,12,Winter,0,14,1460,18,31
2013-12-31,2,5,2014,1,12,Winter,0,14,1461,18,40
2014-01-01,2,5,2014,1,1,Winter,0,14,1462,18,44
2014-01-02,2,7,2014,1,1,Winter,0,14,1463,18,38
2014-01-03,2,1,2014,1,1,Winter,0,14,1464,18,37
2014-01-04,2,5,2014,1,1,Winter,0,14,1465,18,30
2014-01-05,2,6,2014,1,1,Winter,0,14,1466,18,31
2014-01-06,2,4,2014,2,1,Winter,0,14,1467,18,34
2014-01-07,2,4,2014,2,1,Winter,0,14,1468,18,37
2014-01-08,2,3,2014,2,1,Winter,0,14,1469,18,41
2014-01-09,2,4,2014,2,1,Winter,0,14,1470,18,35
2014-01-10,2,4,2014,2,1,Winter,0,14,1471,18,30
2014-01-11,2,1,2014,2,1,Winter,0,14,1472,18,35
2014-01-12,2,1,2014,2,1,Winter,0,14,1473,18,31
2014-01-13,2,11,2014,3,1,Winter,0,14,1474,18,34
2014-01-14,2,5,2014,3,1,Winter,0,14,1475,18,27
2014-01-15,2,5,2014,3,1,Winter,0,14,1476,18,27
2014-01-16,2,7,2014,3,1,Winter,0,14,1477,18,25
2014-01-17,2,6,2014,3,1,Winter,0,14,1478,18,29
2014-01-18,2,1,2014,3,1,Winter,0,14,1479,18,28
2014-01-19,2,3,2014,3,1,Winter,0,14,1480,18,28
2014-01-20,2,3,2014,4,1,Winter,0,14,1481,18,25
2014-01-21,2,8,2014,4,1,Winter,0,14,1482,18,36
2014-01-22,2,4,2014,4,1,Winter,0,14,1483,18,41
2014-01-23,2,6,2014,4,1,Winter,0,14,1484,18,37
2014-01-24,2,4,2014,4,1,Winter,0,14,1485,18,41
2014-01-25,2,4,2014,4,1,Winter,0,14,1486,18,39
2014-01-26,2,4,2014,4,1,Winter,0,14,1487,18,33
2014-01-27,2,5,2014,5,1,Winter,0,14,1488,18,45
2014-01-28,2,1,2014,5,1,Winter,0,14,1489,18,38
2014-01-29,2,7,2014,5,1,Winter,0,14,1490,18,39
2014-01-30,2,6,2014,5,1,Winter,0,14,1491,18,36
2014-01-31,2,9,2014,5,1,Winter,0,14,1492,18,37
2014-02-01,2,5,2014,5,2,Winter,0,14,1493,18,36
2014-02-02,2,3,2014,5,2,Winter,0,14,1494,18,36
2014-02-03,2,12,2014,6,2,Winter,0,14,1495,18,41
2014-02-04,2,5,2014,6,2,Winter,0,14,1496,18,38
2014-02-05,2,2,2014,6,2,Winter,0,14,1497,18,36
2014-02-06,2,2,2014,6,2,Winter,0,14,1498,18,33
2014-02-07,2,5,2014,6,2,Winter,0,14,1499,18,35
2014-02-08,2,2,2014,6,2,Winter,0,14,1500,18,41
2014-02-09,2,5,2014,6,2,Winter,0,14,1501,18,43
2014-02-10,2,2,2014,7,2,Winter,0,14,1502,18,42
2014-02-11,2,4,2014,7,2,Winter,0,14,1503,18,39
2014-02-12,2,7,2014,7,2,Winter,0,14,1504,18,33
2014-02-13,2,5,2014,7,2,Winter,0,14,1505,18,34
2014-02-14,2,7,2014,7,2,Winter,0,14,1506,18,35
2014-02-15,2,6,2014,7,2,Winter,0,14,1507,18,39
2014-02-16,2,4,2014,7,2,Winter,0,14,1508,18,41
2014-02-17,2,5,2014,8,2,Winter,0,14,1509,18,40
2014-02-18,2,8,2014,8,2,Winter,0,14,1510,18,33
2014-02-19,2,5,2014,8,2,Winter,0,14,1511,18,27
2014-02-20,2,3,2014,8,2,Winter,0,14,1512,18,36
2014-02-21,2,7,2014,8,2,Winter,0,14,1513,18,37
2014-02-22,2,3,2014,8,2,Winter,0,14,1514,18,34
2014-02-23,2,7,2014,8,2,Winter,0,14,1515,18,34
2014-02-24,2,7,2014,9,2,Winter,0,14,1516,18,32
2014-02-25,2,4,2014,9,2,Winter,0,14,1517,18,33
2014-02-26,2,7,2014,9,2,Winter,0,14,1518,18,28
2014-02-27,2,3,2014,9,2,Winter,0,14,1519,18,36
2014-02-28,2,3,2014,9,2,Winter,0,14,1520,18,36
2014-03-01,2,6,2014,9,3,Spring,1,14,1521,49,73
2014-03-02,2,5,2014,9,3,Spring,1,14,1522,49,80
2014-03-03,2,5,2014,10,3,Spring,1,14,1523,49,99
2014-03-04,2,8,2014,10,3,Spring,1,14,1524,49,99
2014-03-05,2,4,2014,10,3,Spring,1,14,1525,49,99
2014-03-06,2,2,2014,10,3,Spring,1,14,1526,49,99
2014-03-07,2,3,2014,10,3,Spring,1,14,1527,49,106
2014-03-08,2,6,2014,10,3,Spring,1,14,1528,49,92
2014-03-09,2,2,2014,10,3,Spring,1,14,1529,49,97
2014-03-10,2,2,2014,11,3,Spring,1,14,1530,49,103
2014-03-11,2,2,2014,11,3,Spring,1,14,1531,49,103
2014-03-12,2,5,2014,11,3,Spring,1,14,1532,49,106
2014-03-13,2,5,2014,11,3,Spring,1,14,1533,49,114
2014-03-14,2,5,2014,11,3,Spring,1,14,1534,49,100
2014-03-15,2,4,2014,11,3,Spring,1,14,1535,49,99
2014-03-16,2,4,2014,11,3,Spring,1,14,1536,49,107
2014-03-17,2,6,2014,12,3,Spring,1,14,1537,49,105
2014-03-18,2,7,2014,12,3,Spring,1,14,1538,49,97
2014-03-19,2,7,2014,12,3,Spring,1,14,1539,49,90
2014-03-20,2,5,2014,12,3,Spring,1,14,1540,49,104
2014-03-21,2,4,2014,12,3,Spring,1,14,1541,49,95
2014-03-22,2,8,2014,12,3,Spring,1,14,1542,49,89
2014-03-23,2,3,2014,12,3,Spring,1,14,1543,49,90
2014-03-24,2,6,2014,13,3,Spring,1,14,1544,49,90
2014-03-25,2,2,2014,13,3,Spring,1,14,1545,49,92
2014-03-26,2,4,2014,13,3,Spring,1,14,1546,49,88
2014-03-27,2,6,2014,13,3,Spring,1,14,1547,49,87
2014-03-28,2,6,2014,13,3,Spring,1,14,1548,49,93
2014-03-29,2,6,2014,13,3,Spring,1,14,1549,49,87
2014-03-30,2,9,2014,13,3,Spring,1,14,1550,49,90
2014-03-31,2,6,2014,14,3,Spring,1,14,1551,49,90
2014-04-01,2,3,2014,14,4,Spring,1,14,1552,49,100
2014-04-02,2,4,2014,14,4,Spring,1,14,1553,49,100
2014-04-03,2,6,2014,14,4,Spring,1,14,1554,49,99
2014-04-04,2,1,2014,14,4,Spring,1,14,1555,49,125
2014-04-05,2,7,2014,14,4,Spring,1,14,1556,49,103
2014-04-06,2,6,2014,14,4,Spring,1,14,1557,49,98
2014-04-07,2,5,2014,15,4,Spring,1,14,1558,49,110
2014-04-08,2,5,2014,15,4,Spring,1,14,1559,49,98
2014-04-09,2,5,2014,15,4,Spring,1,14,1560,49,98
2014-04-10,2,2,2014,15,4,Spring,1,14,1561,49,117
2014-04-11,2,2,2014,15,4,Spring,1,14,1562,49,108
2014-04-12,2,6,2014,15,4,Spring,1,14,1563,49,114
2014-04-13,2,11,2014,15,4,Spring,1,14,1564,49,111
2014-04-14,2,8,2014,16,4,Spring,1,14,1565,49,111
2014-04-15,2,5,2014,16,4,Spring,1,14,1566,49,114
2014-04-16,2,5,2014,16,4,Spring,1,14,1567,49,112
2014-04-17,2,3,2014,16,4,Spring,1,14,1568,49,99
2014-04-18,2,5,2014,16,4,Spring,1,14,1569,49,100
2014-04-19,2,5,2014,16,4,Spring,1,14,1570,49,94
2014-04-20,2,9,2014,16,4,Spring,1,14,1571,49,104
2014-04-21,2,3,2014,17,4,Spring,1,14,1572,49,96
2014-04-22,2,4,2014,17,4,Spring,1,14,1573,49,98
2014-04-23,2,8,2014,17,4,Spring,1,14,1574,49,101
2014-04-24,2,4,2014,17,4,Spring,1,14,1575,49,97
2014-04-25,2,2,2014,17,4,Spring,1,14,1576,49,90
2014-04-26,2,5,2014,17,4,Spring,1,14,1577,49,92
2014-04-27,2,4,2014,17,4,Spring,1,14,1578,49,98
2014-04-28,2,2,2014,18,4,Spring,1,14,1579,49,92
2014-04-29,2,4,2014,18,4,Spring,1,14,1580,49,102
2014-04-30,2,3,2014,18,4,Spring,1,14,1581,49,101
2014-05-01,2,5,2014,18,5,Spring,1,14,1582,49,88
2014-05-02,2,5,2014,18,5,Spring,1,14,1583,49,91
2014-05-03,2,6,2014,18,5,Spring,1,14,1584,49,91
2014-05-04,2,4,2014,18,5,Spring,1,14,1585,49,94
2014-05-05,2,7,2014,19,5,Spring,1,14,1586,49,101
2014-05-06,2,4,2014,19,5,Spring,1,14,1587,49,99
2014-05-07,2,2,2014,19,5,Spring,1,14,1588,49,87
2014-05-08,2,3,2014,19,5,Spring,1,14,1589,49,98
2014-05-09,2,3,2014,19,5,Spring,1,14,1590,49,85
2014-05-10,2,5,2014,19,5,Spring,1,14,1591,49,90
2014-05-11,2,12,2014,19,5,Spring,1,14,1592,49,97
2014-05-12,2,2,2014,20,5,Spring,1,14,1593,49,95
2014-05-13,2,8,2014,20,5,Spring,1,14,1594,49,92
2014-05-14,2,6,2014,20,5,Spring,1,14,1595,49,99
2014-05-15,2,5,2014,20,5,Spring,1,14,1596,49,106
2014-05-16,2,10,2014,20,5,Spring,1,14,1597,49,107
2014-05-17,2,5,2014,20,5,Spring,1,14,1598,49,95
2014-05-18,2,8,2014,20,5,Spring,1,14,1599,49,85
2014-05-19,2,4,2014,21,5,Spring,1,14,1600,49,83
2014-05-20,2,7,2014,21,5,Spring,1,14,1601,49,90
2014-05-21,2,4,2014,21,5,Spring,1,14,1602,49,90
2014-05-22,2,4,2014,21,5,Spring,1,14,1603,49,90
2014-05-23,2,6,2014,21,5,Spring,1,14,1604,49,98
2014-05-24,2,7,2014,21,5,Spring,1,14,1605,49,95
2014-05-25,2,8,2014,21,5,Spring,1,14,1606,49,89
2014-05-26,2,4,2014,22,5,Spring,1,14,1607,49,96
2014-05-27,2,4,2014,22,5,Spring,1,14,1608,49,86
2014-05-28,2,6,2014,22,5,Spring,1,14,1609,49,104
2014-05-29,2,8,2014,22,5,Spring,1,14,1610,49,95
2014-05-30,2,3,2014,22,5,Spring,1,14,1611,49,96
2014-05-31,2,1,2014,22,5,Spring,1,14,1612,49,91
2014-06-01,2,4,2014,22,6,Summer,2,14,1613,134,177
2014-06-02,2,6,2014,23,6,Summer,2,14,1614,134,223
2014-06-03,2,10,2014,23,6,Summer,2,14,1615,134,254
2014-06-04,2,4,2014,23,6,Summer,2,14,1616,134,275
2014-06-05,2,8,2014,23,6,Summer,2,14,1617,134,280
2014-06-06,2,11,2014,23,6,Summer,2,14,1618,134,292
2014-06-07,2,4,2014,23,6,Summer,2,14,1619,134,255
2014-06-08,2,8,2014,23,6,Summer,2,14,1620,134,252
2014-06-09,2,4,2014,24,6,Summer,2,14,1621,134,249
2014-06-10,2,3,2014,24,6,Summer,2,14,1622,134,261
2014-06-11,2,6,2014,24,6,Summer,2,14,1623,134,249
2014-06-12,2,9,2014,24,6,Summer,2,14,1624,134,261
2014-06-13,2,3,2014,24,6,Summer,2,14,1625,134,271
2014-06-14,2,3,2014,24,6,Summer,2,14,1626,134,264
2014-06-15,2,3,2014,24,6,Summer,2,14,1627,134,282
2014-06-16,2,4,2014,25,6,Summer,2,14,1628,134,257
2014-06-17,2,7,2014,25,6,Summer,2,14,1629,134,256
2014-06-18,2,7,2014,25,6,Summer,2,14,1630,134,264
2014-06-19,2,2,2014,25,6,Summer,2,14,1631,134,268
2014-06-20,2,3,2014,25,6,Summer,2,14,1632,134,283
2014-06-21,2,5,2014,25,6,Summer,2,14,1633,134,258
2014-06-22,2,6,2014,25,6,Summer,2,14,1634,134,266
2014-06-23,2,2,2014,26,6,Summer,2,14,1635,134,275
2014-06-24,2,4,2014,26,6,Summer,2,14,1636,134,258
2014-06-25,2,2,2014,26,6,Summer,2,14,1637,134,268
2014-06-26,2,5,2014,26,6,Summer,2,14,1638,134,270
2014-06-27,2,8,2014,26,6,Summer,2,14,1639,134,286
2014-06-28,2,3,2014,26,6,Summer,2,14,1640,134,275
2014-06-29,2,10,2014,26,6,Summer,2,14,1641,134,264
2014-06-30,2,7,2014,27,6,Summer,2,14,1642,134,280
2014-07-01,2,6,2014,27,7,Summer,2,14,1643,134,269
2014-07-02,2,2,2014,27,7,Summer,2,14,1644,134,296
2014-07-03,2,5,2014,27,7,Summer,2,14,1645,134,275
2014-07-04,2,6,2014,27,7,Summer,2,14,1646,134,272
2014-07-05,2,3,2014,27,7,Summer,2,14,1647,134,272
2014-07-06,2,9,2014,27,7,Summer,2,14,1648,134,285
2014-07-07,2,4,2014,28,7,Summer,2,14,1649,134,277
2014-07-08,2,12,2014,28,7,Summer,2,14,1650,134,275
2014-07-09,2,5,2014,28,7,Summer,2,14,1651,134,269
2014-07-10,2,6,2014,28,7,Summer,2,14,1652,134,262
2014-07-11,2,5,2014,28,7,Summer,2,14,1653,134,262
2014-07-12,2,7,2014,28,7,Summer,2,14,1654,134,279
2014-07-13,2,12,2014,28,7,Summer,2,14,1655,134,289
2014-07-14,2,3,2014,29,7,Summer,2,14,1656,134,281
2014-07-15,2,8,2014,29,7,Summer,2,14,1657,134,281
2014-07-16,2,3,2014,29,7,Summer,2,14,1658,134,269
2014-07-17,2,6,2014,29,7,Summer,2,14,1659,134,284
2014-07-18,2,5,2014,29,7,Summer,2,14,1660,134,271
2014-07-19,2,1,2014,29,7,Summer,2,14,1661,134,284
2014-07-20,2,4,2014,29,7,Summer,2,14,1662,134,270
2014-07-21,2,3,2014,30,7,Summer,2,14,1663,134,290
2014-07-22,2,3,2014,30,7,Summer,2,14,1664,134,273
2014-07-23,2,5,2014,30,7,Summer,2,14,1665,134,249
2014-07-24,2,9,2014,30,7,Summer,2,14,1666,134,256
2014-07-25,2,5,2014,30,7,Summer,2,14,1667,134,265
2014-07-26,2,5,2014,30,7,Summer,2,14,1668,134,261
2014-07-27,2,9,2014,30,7,Summer,2,14,1669,134,263
2014-07-28,2,6,2014,31,7,Summer,2,14,1670,134,288
2014-07-29,2,5,2014,31,7,Summer,2,14,1671,134,269
2014-07-30,2,2,2014,31,7,Summer,2,14,1672,134,277
2014-07-31,2,5,2014,31,7,Summer,2,14,1673,134,282
2014-08-01,2,6,2014,31,8,Summer,2,14,1674,134,272
2014-08-02,2,8,2014,31,8,Summer,2,14,1675,134,292
2014-08-03,2,7,2014,31,8,Summer,2,14,1676,134,288
2014-08-04,2,6,2014,32,8,Summer,2,14,1677,134,276
2014-08-05,2,7,2014,32,8,Summer,2,14,1678,134,263
2014-08-06,2,4,2014,32,8,Summer,2,14,1679,134,253
2014-08-07,2,6,2014,32,8,Summer,2,14,1680,134,261
2014-08-08,2,5,2014,32,8,Summer,2,14,1681,134,273
2014-08-09,2,5,2014,32,8,Summer,2,14,1682,134,264
2014-08-10,2,7,2014,32,8,Summer,2,14,1683,134,254
2014-08-11,2,5,2014,33,8,Summer,2,14,1684,134,262
2014-08-12,2,8,2014,33,8,Summer,2,14,1685,134,263
2014-08-13,2,4,2014,33,8,Summer,2,14,1686,134,254
2014-08-14,2,5,2014,33,8,Summer,2,14,1687,134,262
2014-08-15,2,9,2014,33,8,Summer,2,14,1688,134,283
2014-08-16,2,5,2014,33,8,Summer,2,14,1689,134,259
2014-08-17,2,5,2014,33,8,Summer,2,14,1690,134,252
2014-08-18,2,6,2014,34,8,Summer,2,14,1691,134,260
2014-08-19,2,4,2014,34,8,Summer,2,14,1692,134,265
2014-08-20,2,8,2014,34,8,Summer,2,14,1693,134,257
2014-08-21,2,3,2014,34,8,Summer,2,14,1694,134,257
2014-08-22,2,4,2014,34,8,Summer,2,14,1695,134,260
2014-08-23,2,6,2014,34,8,Summer,2,14,1696,134,260
2014-08-24,2,5,2014,34,8,Summer,2,14,1697,134,273
2014-08-25,2,5,2014,35,8,Summer,2,14,1698,134,261
2014-08-26,2,7,2014,35,8,Summer,2,14,1699,134,293
2014-08-27,2,6,2014,35,8,Summer,2,14,1700,134,286
2014-08-28,2,9,2014,35,8,Summer,2,14,1701,134,273
2014-08-29,2,5,2014,35,8,Summer,2,14,1702,134,272
2014-08-30,2,4,2014,35,8,Summer,2,14,1703,134,260
2014-08-31,2,6,2014,35,8,Summer,2,14,1704,134,250
2014-09-01,2,7,2014,36,9,Autumn,0,14,1705,18,148
2014-09-02,2,8,2014,36,9,Autumn,0,14,1706,18,94
2014-09-03,2,4,2014,36,9,Autumn,0,14,1707,18,69
2014-09-04,2,4,2014,36,9,Autumn,0,14,1708,18,55
2014-09-05,2,7,2014,36,9,Autumn,0,14,1709,18,40
2014-09-06,2,8,2014,36,9,Autumn,0,14,1710,18,35
2014-09-07,2,2,2014,36,9,Autumn,0,14,1711,18,39
2014-09-08,2,8,2014,37,9,Autumn,0,14,1712,18,38
2014-09-09,2,3,2014,37,9,Autumn,0,14,1713,18,34
2014-09-10,2,4,2014,37,9,Autumn,0,14,1714,18,30
2014-09-11,2,4,2014,37,9,Autumn,0,14,1715,18,31
2014-09-12,2,5,2014,37,9,Autumn,0,14,1716,18,20
2014-09-13,2,5,2014,37,9,Autumn,0,14,1717,18,30
2014-09-14,2,1,2014,37,9,Autumn,0,14,1718,18,33
2014-09-15,2,4,2014,38,9,Autumn,0,14,1719,18,41
2014-09-16,2,7,2014,38,9,Autumn,0,14,1720,18,38
2014-09-17,2,6,2014,38,9,Autumn,0,14,1721,18,35
2014-09-18,2,7,2014,38,9,Autumn,0,14,1722,18,39
2014-09-19,2,6,2014,38,9,Autumn,0,14,1723,18,35
2014-09-20,2,5,2014,38,9,Autumn,0,14,1724,18,39
2014-09-21,2,5,2014,38,9,Autumn,0,14,1725,18,37
2014-09-22,2,6,2014,39,9,Autumn,0,14,1726,18,41
2014-09-23,2,7,2014,39,9,Autumn,0,14,1727,18,37
2014-09-24,2,4,2014,39,9,Autumn,0,14,1728,18,38
2014-09-25,2,2,2014,39,9,Autumn,0,14,1729,18,32
2014-09-26,2,5,2014,39,9,Autumn,0,14,1730,18,37
2014-09-27,2,6,2014,39,9,Autumn,0,14,1731,18,33
2014-09-28,2,5,2014,39,9,Autumn,0,14,1732,18,30
2014-09-29,2,5,2014,40,9,Autumn,0,14,1733,18,40
2014-09-30,2,4,2014,40,9,Autumn,0,14,1734,18,36
2014-10-01,2,6,2014,40,10,Autumn,0,14,1735,18,31
2014-10-02,2,6,2014,40,10,Autumn,0,14,1736,18,33
2014-10-03,2,7,2014,40,10,Autumn,0,14,1737,18,30
2014-10-04,2,5,2014,40,10,Autumn,0,14,1738,18,31
2014-10-05,2,6,2014,40,10,Autumn,0,14,1739,18,31
2014-10-06,2,10,2014,41,10,Autumn,0,14,1740,18,35
2014-10-07,2,9,2014,41,10,Autumn,0,14,1741,18,38
2014-10-08,2,2,2014,41,10,Autumn,0,14,1742,18,39
2014-10-09,2,5,2014,41,10,Autumn,0,14,1743,18,34
2014-10-10,2,6,2014,41,10,Autumn,0,14,1744,18,41
2014-10-11,2,3,2014,41,10,Autumn,0,14,1745,18,37
2014-10-12,2,4,2014,41,10,Autumn,0,14,1746,18,35
2014-10-13,2,3,2014,42,10,Autumn,0,14,1747,18,34
2014-10-14,2,5,2014,42,10,Autumn,0,14,1748,18,37
2014-10-15,2,4,2014,42,10,Autumn,0,14,1749,18,41
2014-10-16,2,4,2014,42,10,Autumn,0,14,1750,18,34
2014-10-17,2,0,2014,42,10,Autumn,0,14,1751,18,35
2014-10-18,2,3,2014,42,10,Autumn,0,14,1752,18,36
2014-10-19,2,5,2014,42,10,Autumn,0,14,1753,18,36
2014-10-20,2,5,2014,43,10,Autumn,0,14,1754,18,46
2014-10-21,2,6,2014,43,10,Autumn,0,14,1755,18,50
2014-10-22,2,2,2014,43,10,Autumn,0,14,1756,18,41
2014-10-23,2,0,2014,43,10,Autumn,0,14,1757,18,43
2014-10-24,2,4,2014,43,10,Autumn,0,14,1758,18,35
2014-10-25,2,8,2014,43,10,Autumn,0,14,1759,18,37
2014-10-26,2,7,2014,43,10,Autumn,0,14,1760,18,38
2014-10-27,2,2,2014,44,10,Autumn,0,14,1761,18,35
2014-10-28,2,5,2014,44,10,Autumn,0,14,1762,18,34
2014-10-29,2,8,2014,44,10,Autumn,0,14,1763,18,29
2014-10-30,2,6,2014,44,10,Autumn,0,14,1764,18,29
2014-10-31,2,2,2014,44,10,Autumn,0,14,1765,18,30
2014-11-01,2,11,2014,44,11,Autumn,0,14,1766,18,32
2014-11-02,2,4,2014,44,11,Autumn,0,14,1767,18,34
2014-11-03,2,3,2014,45,11,Autumn,0,14,1768,18,30
2014-11-04,2,4,2014,45,11,Autumn,0,14,1769,18,30
2014-11-05,2,4,2014,45,11,Autumn,0,14,1770,18,28
2014-11-06,2,7,2014,45,11,Autumn,0,14,1771,18,27
2014-11-07,2,8,2014,45,11,Autumn,0,14,1772,18,28
2014-11-08,2,7,2014,45,11,Autumn,0,14,1773,18,32
2014-11-09,2,3,2014,45,11,Autumn,0,14,1774,18,35
2014-11-10,2,9,2014,46,11,Autumn,0,14,1775,18,33
2014-11-11,2,4,2014,46,11,Autumn,0,14,1776,18,32
2014-11-12,2,3,2014,46,11,Autumn,0,14,1777,18,37
2014-11-13,2,2,2014,46,11,Autumn,0,14,1778,18,39
2014-11-14,2,4,2014,46,11,Autumn,0,14,1779,18,44
2014-11-15,2,4,2014,46,11,Autumn,0,14,1780,18,42
2014-11-16,2,5,2014,46,11,Autumn,0,14,1781,18,35
2014-11-17,2,1,2014,47,11,Autumn,0,14,1782,18,32
2014-11-18,2,5,2014,47,11,Autumn,0,14,1783,18,35
2014-11-19,2,4,2014,47,11,Autumn,0,14,1784,18,31
2014-11-20,2,4,2014,47,11,Autumn,0,14,1785,18,29
2014-11-21,2,2,2014,47,11,Autumn,0,14,1786,18,33
2014-11-22,2,6,2014,47,11,Autumn,0,14,1787,18,33
2014-11-23,2,4,2014,47,11,Autumn,0,14,1788,18,36
2014-11-24,2,5,2014,48,11,Autumn,0,14,1789,18,40
2014-11-25,2,7,2014,48,11,Autumn,0,14,1790,18,43
2014-11-26,2,8,2014,48,11,Autumn,0,14,1791,18,41
2014-11-27,2,6,2014,48,11,Autumn,0,14,1792,18,35
2014-11-28,2,13,2014,48,11,Autumn,0,14,1793,18,30
2014-11-29,2,9,2014,48,11,Autumn,0,14,1794,18,29
2014-11-30,2,6,2014,48,11,Autumn,0,14,1795,18,36
2014-12-01,2,3,2014,49,12,Winter,0,14,1796,18,33
2014-12-02,2,2,2014,49,12,Winter,0,14,1797,18,30
2014-12-03,2,5,2014,49,12,Winter,0,14,1798,18,39
2014-12-04,2,4,2014,49,12,Winter,0,14,1799,18,30
2014-12-05,2,3,2014,49,12,Winter,0,14,1800,18,34
2014-12-06,2,5,2014,49,12,Winter,0,14,1801,18,29
2014-12-07,2,7,2014,49,12,Winter,0,14,1802,18,31
2014-12-08,2,7,2014,50,12,Winter,0,14,1803,18,41
2014-12-09,2,5,2014,50,12,Winter,0,14,1804,18,50
2014-12-10,2,3,2014,50,12,Winter,0,14,1805,18,37
2014-12-11,2,3,2014,50,12,Winter,0,14,1806,18,37
2014-12-12,2,2,2014,50,12,Winter,0,14,1807,18,36
2014-12-13,2,3,2014,50,12,Winter,0,14,1808,18,34
2014-12-14,2,3,2014,50,12,Winter,0,14,1809,18,43
2014-12-15,2,2,2014,51,12,Winter,0,14,1810,18,41
2014-12-16,2,12,2014,51,12,Winter,0,14,1811,18,39
2014-12-17,2,5,2014,51,12,Winter,0,14,1812,18,42
2014-12-18,2,5,2014,51,12,Winter,0,14,1813,18,46
2014-12-19,2,7,2014,51,12,Winter,0,14,1814,18,40
2014-12-20,2,6,2014,51,12,Winter,0,14,1815,18,37
2014-12-21,2,4,2014,51,12,Winter,0,14,1816,18,39
2014-12-22,2,3,2014,52,12,Winter,0,14,1817,18,43
2014-12-23,2,4,2014,52,12,Winter,0,14,1818,18,33
2014-12-24,2,10,2014,52,12,Winter,0,14,1819,18,36
2014-12-25,2,4,2014,52,12,Winter,0,14,1820,18,39
2014-12-26,2,1,2014,52,12,Winter,0,14,1821,18,29
2014-12-27,2,4,2014,52,12,Winter,0,14,1822,18,29
2014-12-28,2,2,2014,52,12,Winter,0,14,1823,18,32
2014-12-29,2,3,2015,1,12,Winter,0,15,1824,22,37
2014-12-30,2,2,2015,1,12,Winter,0,15,1825,22,43
2014-12-31,2,7,2015,1,12,Winter,0,15,1826,22,44
2015-01-01,2,4,2015,1,1,Winter,0,15,1827,22,45
2015-01-02,2,7,2015,1,1,Winter,0,15,1828,22,42
