date,numberOfCows,year,week,month,season,seasonIntercept,yearMinus2000,dayOfSeries,mu,y
2012-07-11,7,2012,28,7,Summer,2,12,923,365,427
2012-07-12,7,2012,28,7,Summer,2,12,924,365,411
2012-07-13,6,2012,28,7,Summer,2,12,925,299,290
2012-07-14,4,2012,28,7,Summer,2,12,926,200,197
2012-07-15,6,2012,28,7,Summer,2,12,927,299,297
2012-07-16,4,2012,29,7,Summer,2,12,928,200,198
2012-07-17,3,2012,29,7,Summer,2,12,929,164,151
2012-07-18,3,2012,29,7,Summer,2,12,930,164,150
2012-07-19,5,2012,29,7,Summer,2,12,931,245,237
2012-07-20,8,2012,29,7,Summer,2,12,932,446,458
2012-07-21,4,2012,29,7,Summer,2,12,933,200,241
2012-07-22,3,2012,29,7,Summer,2,12,934,164,150
2012-07-23,8,2012,30,7,Summer,2,12,935,446,498
2012-07-24,4,2012,30,7,Summer,2,12,936,200,221
2012-07-25,3,2012,30,7,Summer,2,12,937,164,163
2012-07-26,6,2012,30,7,Summer,2,12,938,299,306
2012-07-27,3,2012,30,7,Summer,2,12,939,164,171
2012-07-28,3,2012,30,7,Summer,2,12,940,164,148
2012-07-29,2,2012,30,7,Summer,2,12,941,134,130
2012-07-30,3,2012,31,7,Summer,2,12,942,164,157
2012-07-31,6,2012,31,7,Summer,2,12,943,299,267
2012-08-01,4,2012,31,8,Summer,2,12,944,200,175
2012-08-02,3,2012,31,8,Summer,2,12,945,164,174
2012-08-03,1,2012,31,8,Summer,2,12,946,110,125
2012-08-04,4,2012,31,8,Summer,2,12,947,200,220
2012-08-05,6,2012,31,8,Summer,2,12,948,299,310
2012-08-06,7,2012,32,8,Summer,2,12,949,365,381
2012-08-07,5,2012,32,8,Summer,2,12,950,245,253
2012-08-08,6,2012,32,8,Summer,2,12,951,299,283
2012-08-09,5,2012,32,8,Summer,2,12,952,245,223
2012-08-10,8,2012,32,8,Summer,2,12,953,446,463
2012-08-11,5,2012,32,8,Summer,2,12,954,245,246
2012-08-12,7,2012,32,8,Summer,2,12,955,365,370
2012-08-13,10,2012,33,8,Summer,2,12,956,665,682
2012-08-14,3,2012,33,8,Summer,2,12,957,164,153
2012-08-15,4,2012,33,8,Summer,2,12,958,200,211
2012-08-16,2,2012,33,8,Summer,2,12,959,134,129
2012-08-17,3,2012,33,8,Summer,2,12,960,164,164
2012-08-18,2,2012,33,8,Summer,2,12,961,134,125
2012-08-19,5,2012,33,8,Summer,2,12,962,245,258
2012-08-20,6,2012,34,8,Summer,2,12,963,299,323
2012-08-21,4,2012,34,8,Summer,2,12,964,200,197
2012-08-22,1,2012,34,8,Summer,2,12,965,110,112
2012-08-23,6,2012,34,8,Summer,2,12,966,299,283
2012-08-24,4,2012,34,8,Summer,2,12,967,200,177
2012-08-25,4,2012,34,8,Summer,2,12,968,200,202
2012-08-26,4,2012,34,8,Summer,2,12,969,200,198
2012-08-27,7,2012,35,8,Summer,2,12,970,365,357
2012-08-28,3,2012,35,8,Summer,2,12,971,164,161
2012-08-29,5,2012,35,8,Summer,2,12,972,245,274
2012-08-30,4,2012,35,8,Summer,2,12,973,200,185
2012-08-31,7,2012,35,8,Summer,2,12,974,365,386
2012-09-01,7,2012,35,9,Autumn,0,12,975,49,56
2012-09-02,3,2012,35,9,Autumn,0,12,976,22,16
2012-09-03,5,2012,36,9,Autumn,0,12,977,33,25
2012-09-04,2,2012,36,9,Autumn,0,12,978,18,22
2012-09-05,3,2012,36,9,Autumn,0,12,979,22,18
2012-09-06,6,2012,36,9,Autumn,0,12,980,40,46
2012-09-07,5,2012,36,9,Autumn,0,12,981,33,33
2012-09-08,5,2012,36,9,Autumn,0,12,982,33,27
2012-09-09,6,2012,36,9,Autumn,0,12,983,40,48
2012-09-10,5,2012,37,9,Autumn,0,12,984,33,31
2012-09-11,3,2012,37,9,Autumn,0,12,985,22,22
2012-09-12,1,2012,37,9,Autumn,0,12,986,15,13
2012-09-13,6,2012,37,9,Autumn,0,12,987,40,40
2012-09-14,4,2012,37,9,Autumn,0,12,988,27,23
2012-09-15,3,2012,37,9,Autumn,0,12,989,22,28
2012-09-16,4,2012,37,9,Autumn,0,12,990,27,28
2012-09-17,6,2012,38,9,Autumn,0,12,991,40,33
2012-09-18,3,2012,38,9,Autumn,0,12,992,22,10
2012-09-19,5,2012,38,9,Autumn,0,12,993,33,29
2012-09-20,5,2012,38,9,Autumn,0,12,994,33,34
2012-09-21,4,2012,38,9,Autumn,0,12,995,27,28
2012-09-22,8,2012,38,9,Autumn,0,12,996,60,62
2012-09-23,4,2012,38,9,Autumn,0,12,997,27,22
2012-09-24,2,2012,39,9,Autumn,0,12,998,18,22
2012-09-25,4,2012,39,9,Autumn,0,12,999,27,35
2012-09-26,4,2012,39,9,Autumn,0,12,1000,27,25
2012-09-27,2,2012,39,9,Autumn,0,12,1001,18,24
2012-09-28,5,2012,39,9,Autumn,0,12,1002,33,30
2012-09-29,3,2012,39,9,Autumn,0,12,1003,22,27
2012-09-30,2,2012,39,9,Autumn,0,12,1004,18,15
2012-10-01,2,2012,40,10,Autumn,0,12,1005,18,19
2012-10-02,8,2012,40,10,Autumn,0,12,1006,60,59
2012-10-03,6,2012,40,10,Autumn,0,12,1007,40,33
2012-10-04,5,2012,40,10,Autumn,0,12,1008,33,34
2012-10-05,4,2012,40,10,Autumn,0,12,1009,27,29
2012-10-06,5,2012,40,10,Autumn,0,12,1010,33,47
2012-10-07,5,2012,40,10,Autumn,0,12,1011,33,31
2012-10-08,4,2012,41,10,Autumn,0,12,1012,27,28
2012-10-09,4,2012,41,10,Autumn,0,12,1013,27,19
2012-10-10,3,2012,41,10,Autumn,0,12,1014,22,15
2012-10-11,6,2012,41,10,Autumn,0,12,1015,40,41
2012-10-12,9,2012,41,10,Autumn,0,12,1016,74,68
2012-10-13,2,2012,41,10,Autumn,0,12,1017,18,14
2012-10-14,6,2012,41,10,Autumn,0,12,1018,40,39
2012-10-15,9,2012,42,10,Autumn,0,12,1019,74,74
2012-10-16,1,2012,42,10,Autumn,0,12,1020,15,17
2012-10-17,4,2012,42,10,Autumn,0,12,1021,27,21
2012-10-18,5,2012,42,10,Autumn,0,12,1022,33,37
2012-10-19,4,2012,42,10,Autumn,0,12,1023,27,25
2012-10-20,6,2012,42,10,Autumn,0,12,1024,40,44
2012-10-21,3,2012,42,10,Autumn,0,12,1025,22,28
2012-10-22,3,2012,43,10,Autumn,0,12,1026,22,23
2012-10-23,5,2012,43,10,Autumn,0,12,1027,33,32
2012-10-24,5,2012,43,10,Autumn,0,12,1028,33,30
2012-10-25,2,2012,43,10,Autumn,0,12,1029,18,19
2012-10-26,7,2012,43,10,Autumn,0,12,1030,49,52
2012-10-27,4,2012,43,10,Autumn,0,12,1031,27,33
2012-10-28,3,2012,43,10,Autumn,0,12,1032,22,21
2012-10-29,5,2012,44,10,Autumn,0,12,1033,33,33
2012-10-30,4,2012,44,10,Autumn,0,12,1034,27,27
2012-10-31,4,2012,44,10,Autumn,0,12,1035,27,31
2012-11-01,3,2012,44,11,Autumn,0,12,1036,22,26
2012-11-02,9,2012,44,11,Autumn,0,12,1037,74,84
2012-11-03,3,2012,44,11,Autumn,0,12,1038,22,19
2012-11-04,7,2012,44,11,Autumn,0,12,1039,49,37
2012-11-05,5,2012,45,11,Autumn,0,12,1040,33,31
2012-11-06,6,2012,45,11,Autumn,0,12,1041,40,33
2012-11-07,4,2012,45,11,Autumn,0,12,1042,27,30
2012-11-08,2,2012,45,11,Autumn,0,12,1043,18,19
2012-11-09,4,2012,45,11,Autumn,0,12,1044,27,17
2012-11-10,6,2012,45,11,Autumn,0,12,1045,40,51
2012-11-11,2,2012,45,11,Autumn,0,12,1046,18,19
2012-11-12,7,2012,46,11,Autumn,0,12,1047,49,54
2012-11-13,2,2012,46,11,Autumn,0,12,1048,18,19
2012-11-14,4,2012,46,11,Autumn,0,12,1049,27,27
2012-11-15,2,2012,46,11,Autumn,0,12,1050,18,18
2012-11-16,5,2012,46,11,Autumn,0,12,1051,33,38
2012-11-17,4,2012,46,11,Autumn,0,12,1052,27,26
2012-11-18,6,2012,46,11,Autumn,0,12,1053,40,48
2012-11-19,3,2012,47,11,Autumn,0,12,1054,22,29
2012-11-20,5,2012,47,11,Autumn,0,12,1055,33,33
2012-11-21,8,2012,47,11,Autumn,0,12,1056,60,57
2012-11-22,4,2012,47,11,Autumn,0,12,1057,27,28
2012-11-23,2,2012,47,11,Autumn,0,12,1058,18,13
2012-11-24,6,2012,47,11,Autumn,0,12,1059,40,41
2012-11-25,8,2012,47,11,Autumn,0,12,1060,60,53
2012-11-26,4,2012,48,11,Autumn,0,12,1061,27,22
2012-11-27,8,2012,48,11,Autumn,0,12,1062,60,79
2012-11-28,6,2012,48,11,Autumn,0,12,1063,40,50
2012-11-29,7,2012,48,11,Autumn,0,12,1064,49,46
2012-11-30,8,2012,48,11,Autumn,0,12,1065,60,71
2012-12-01,2,2012,48,12,Winter,0,12,1066,18,22
2012-12-02,1,2012,48,12,Winter,0,12,1067,15,23
2012-12-03,4,2012,49,12,Winter,0,12,1068,27,17
2012-12-04,7,2012,49,12,Winter,0,12,1069,49,34
2012-12-05,6,2012,49,12,Winter,0,12,1070,40,42
2012-12-06,7,2012,49,12,Winter,0,12,1071,49,39
2012-12-07,5,2012,49,12,Winter,0,12,1072,33,32
2012-12-08,5,2012,49,12,Winter,0,12,1073,33,34
2012-12-09,3,2012,49,12,Winter,0,12,1074,22,23
2012-12-10,9,2012,50,12,Winter,0,12,1075,74,78
2012-12-11,4,2012,50,12,Winter,0,12,1076,27,20
2012-12-12,4,2012,50,12,Winter,0,12,1077,27,24
2012-12-13,9,2012,50,12,Winter,0,12,1078,74,73
2012-12-14,4,2012,50,12,Winter,0,12,1079,27,24
2012-12-15,3,2012,50,12,Winter,0,12,1080,22,14
2012-12-16,2,2012,50,12,Winter,0,12,1081,18,16
2012-12-17,3,2012,51,12,Winter,0,12,1082,22,24
2012-12-18,5,2012,51,12,Winter,0,12,1083,33,34
2012-12-19,3,2012,51,12,Winter,0,12,1084,22,22
2012-12-20,5,2012,51,12,Winter,0,12,1085,33,32
2012-12-21,6,2012,51,12,Winter,0,12,1086,40,54
2012-12-22,3,2012,51,12,Winter,0,12,1087,22,23
2012-12-23,8,2012,51,12,Winter,0,12,1088,60,55
2012-12-24,7,2012,52,12,Winter,0,12,1089,49,50
2012-12-25,9,2012,52,12,Winter,0,12,1090,74,54
2012-12-26,6,2012,52,12,Winter,0,12,1091,40,51
2012-12-27,8,2012,52,12,Winter,0,12,1092,60,62
2012-12-28,5,2012,52,12,Winter,0,12,1093,33,33
2012-12-29,0,2012,52,12,Winter,0,12,1094,12,11
2012-12-30,6,2012,52,12,Winter,0,12,1095,40,44
2012-12-31,6,2013,1,12,Winter,0,13,1096,49,38
2013-01-01,7,2013,1,1,Winter,0,13,1097,60,58
2013-01-02,4,2013,1,1,Winter,0,13,1098,33,35
2013-01-03,1,2013,1,1,Winter,0,13,1099,18,20
2013-01-04,9,2013,1,1,Winter,0,13,1100,90,87
2013-01-05,3,2013,1,1,Winter,0,13,1101,27,32
2013-01-06,4,2013,1,1,Winter,0,13,1102,33,32
2013-01-07,6,2013,2,1,Winter,0,13,1103,49,45
2013-01-08,2,2013,2,1,Winter,0,13,1104,22,25
2013-01-09,9,2013,2,1,Winter,0,13,1105,90,70
2013-01-10,5,2013,2,1,Winter,0,13,1106,40,45
2013-01-11,2,2013,2,1,Winter,0,13,1107,22,26
2013-01-12,5,2013,2,1,Winter,0,13,1108,40,35
2013-01-13,12,2013,2,1,Winter,0,13,1109,164,162
2013-01-14,9,2013,3,1,Winter,0,13,1110,90,97
2013-01-15,5,2013,3,1,Winter,0,13,1111,40,32
2013-01-16,4,2013,3,1,Winter,0,13,1112,33,33
2013-01-17,4,2013,3,1,Winter,0,13,1113,33,36
2013-01-18,4,2013,3,1,Winter,0,13,1114,33,32
2013-01-19,3,2013,3,1,Winter,0,13,1115,27,28
2013-01-20,2,2013,3,1,Winter,0,13,1116,22,17
2013-01-21,6,2013,4,1,Winter,0,13,1117,49,48
2013-01-22,3,2013,4,1,Winter,0,13,1118,27,24
2013-01-23,4,2013,4,1,Winter,0,13,1119,33,35
2013-01-24,5,2013,4,1,Winter,0,13,1120,40,42
2013-01-25,8,2013,4,1,Winter,0,13,1121,74,90
2013-01-26,2,2013,4,1,Winter,0,13,1122,22,27
2013-01-27,3,2013,4,1,Winter,0,13,1123,27,30
2013-01-28,2,2013,5,1,Winter,0,13,1124,22,22
2013-01-29,6,2013,5,1,Winter,0,13,1125,49,48
2013-01-30,7,2013,5,1,Winter,0,13,1126,60,50
2013-01-31,7,2013,5,1,Winter,0,13,1127,60,64
2013-02-01,0,2013,5,2,Winter,0,13,1128,15,14
2013-02-02,3,2013,5,2,Winter,0,13,1129,27,25
2013-02-03,5,2013,5,2,Winter,0,13,1130,40,46
2013-02-04,6,2013,6,2,Winter,0,13,1131,49,51
2013-02-05,7,2013,6,2,Winter,0,13,1132,60,66
2013-02-06,2,2013,6,2,Winter,0,13,1133,22,22
2013-02-07,3,2013,6,2,Winter,0,13,1134,27,24
2013-02-08,5,2013,6,2,Winter,0,13,1135,40,37
2013-02-09,6,2013,6,2,Winter,0,13,1136,49,64
2013-02-10,6,2013,6,2,Winter,0,13,1137,49,55
2013-02-11,7,2013,7,2,Winter,0,13,1138,60,49
2013-02-12,4,2013,7,2,Winter,0,13,1139,33,23
2013-02-13,8,2013,7,2,Winter,0,13,1140,74,70
2013-02-14,3,2013,7,2,Winter,0,13,1141,27,24
2013-02-15,5,2013,7,2,Winter,0,13,1142,40,42
2013-02-16,3,2013,7,2,Winter,0,13,1143,27,29
2013-02-17,5,2013,7,2,Winter,0,13,1144,40,37
2013-02-18,11,2013,8,2,Winter,0,13,1145,134,115
2013-02-19,3,2013,8,2,Winter,0,13,1146,27,29
2013-02-20,6,2013,8,2,Winter,0,13,1147,49,56
2013-02-21,3,2013,8,2,Winter,0,13,1148,27,18
2013-02-22,5,2013,8,2,Winter,0,13,1149,40,35
2013-02-23,1,2013,8,2,Winter,0,13,1150,18,13
2013-02-24,3,2013,8,2,Winter,0,13,1151,27,20
2013-02-25,8,2013,9,2,Winter,0,13,1152,74,77
2013-02-26,3,2013,9,2,Winter,0,13,1153,27,26
2013-02-27,5,2013,9,2,Winter,0,13,1154,40,44
2013-02-28,3,2013,9,2,Winter,0,13,1155,27,24
2013-03-01,8,2013,9,3,Spring,1,13,1156,200,204
2013-03-02,3,2013,9,3,Spring,1,13,1157,74,65
2013-03-03,6,2013,9,3,Spring,1,13,1158,134,125
2013-03-04,8,2013,10,3,Spring,1,13,1159,200,179
2013-03-05,8,2013,10,3,Spring,1,13,1160,200,187
2013-03-06,6,2013,10,3,Spring,1,13,1161,134,117
2013-03-07,4,2013,10,3,Spring,1,13,1162,90,91
2013-03-08,6,2013,10,3,Spring,1,13,1163,134,121
2013-03-09,4,2013,10,3,Spring,1,13,1164,90,94
2013-03-10,5,2013,10,3,Spring,1,13,1165,110,126
2013-03-11,3,2013,11,3,Spring,1,13,1166,74,75
2013-03-12,4,2013,11,3,Spring,1,13,1167,90,94
2013-03-13,3,2013,11,3,Spring,1,13,1168,74,73
2013-03-14,3,2013,11,3,Spring,1,13,1169,74,73
2013-03-15,6,2013,11,3,Spring,1,13,1170,134,141
2013-03-16,9,2013,11,3,Spring,1,13,1171,245,243
2013-03-17,5,2013,11,3,Spring,1,13,1172,110,107
2013-03-18,7,2013,12,3,Spring,1,13,1173,164,188
2013-03-19,9,2013,12,3,Spring,1,13,1174,245,258
2013-03-20,7,2013,12,3,Spring,1,13,1175,164,144
2013-03-21,4,2013,12,3,Spring,1,13,1176,90,98
2013-03-22,4,2013,12,3,Spring,1,13,1177,90,95
2013-03-23,4,2013,12,3,Spring,1,13,1178,90,84
2013-03-24,6,2013,12,3,Spring,1,13,1179,134,126
2013-03-25,1,2013,13,3,Spring,1,13,1180,49,59
2013-03-26,6,2013,13,3,Spring,1,13,1181,134,126
2013-03-27,5,2013,13,3,Spring,1,13,1182,110,100
2013-03-28,5,2013,13,3,Spring,1,13,1183,110,135
2013-03-29,5,2013,13,3,Spring,1,13,1184,110,96
2013-03-30,8,2013,13,3,Spring,1,13,1185,200,215
2013-03-31,5,2013,13,3,Spring,1,13,1186,110,96
2013-04-01,6,2013,14,4,Spring,1,13,1187,134,131
2013-04-02,2,2013,14,4,Spring,1,13,1188,60,60
2013-04-03,2,2013,14,4,Spring,1,13,1189,60,62
2013-04-04,6,2013,14,4,Spring,1,13,1190,134,140
2013-04-05,4,2013,14,4,Spring,1,13,1191,90,109
2013-04-06,5,2013,14,4,Spring,1,13,1192,110,109
2013-04-07,7,2013,14,4,Spring,1,13,1193,164,169
2013-04-08,5,2013,15,4,Spring,1,13,1194,110,123
2013-04-09,1,2013,15,4,Spring,1,13,1195,49,45
2013-04-10,12,2013,15,4,Spring,1,13,1196,446,463
2013-04-11,4,2013,15,4,Spring,1,13,1197,90,100
2013-04-12,5,2013,15,4,Spring,1,13,1198,110,126
2013-04-13,4,2013,15,4,Spring,1,13,1199,90,94
2013-04-14,3,2013,15,4,Spring,1,13,1200,74,61
2013-04-15,1,2013,16,4,Spring,1,13,1201,49,51
2013-04-16,3,2013,16,4,Spring,1,13,1202,74,87
2013-04-17,4,2013,16,4,Spring,1,13,1203,90,85
2013-04-18,4,2013,16,4,Spring,1,13,1204,90,101
2013-04-19,7,2013,16,4,Spring,1,13,1205,164,186
2013-04-20,2,2013,16,4,Spring,1,13,1206,60,59
2013-04-21,4,2013,16,4,Spring,1,13,1207,90,70
2013-04-22,5,2013,17,4,Spring,1,13,1208,110,104
2013-04-23,2,2013,17,4,Spring,1,13,1209,60,54
2013-04-24,3,2013,17,4,Spring,1,13,1210,74,74
2013-04-25,3,2013,17,4,Spring,1,13,1211,74,80
2013-04-26,6,2013,17,4,Spring,1,13,1212,134,117
2013-04-27,9,2013,17,4,Spring,1,13,1213,245,231
2013-04-28,5,2013,17,4,Spring,1,13,1214,110,101
2013-04-29,7,2013,18,4,Spring,1,13,1215,164,153
2013-04-30,2,2013,18,4,Spring,1,13,1216,60,72
2013-05-01,3,2013,18,5,Spring,1,13,1217,74,88
2013-05-02,5,2013,18,5,Spring,1,13,1218,110,122
2013-05-03,5,2013,18,5,Spring,1,13,1219,110,104
2013-05-04,2,2013,18,5,Spring,1,13,1220,60,58
2013-05-05,7,2013,18,5,Spring,1,13,1221,164,194
2013-05-06,3,2013,19,5,Spring,1,13,1222,74,76
2013-05-07,7,2013,19,5,Spring,1,13,1223,164,177
2013-05-08,1,2013,19,5,Spring,1,13,1224,49,54
2013-05-09,6,2013,19,5,Spring,1,13,1225,134,134
2013-05-10,6,2013,19,5,Spring,1,13,1226,134,141
2013-05-11,4,2013,19,5,Spring,1,13,1227,90,84
2013-05-12,5,2013,19,5,Spring,1,13,1228,110,92
2013-05-13,1,2013,20,5,Spring,1,13,1229,49,34
2013-05-14,5,2013,20,5,Spring,1,13,1230,110,143
2013-05-15,8,2013,20,5,Spring,1,13,1231,200,211
2013-05-16,7,2013,20,5,Spring,1,13,1232,164,151
2013-05-17,7,2013,20,5,Spring,1,13,1233,164,158
2013-05-18,8,2013,20,5,Spring,1,13,1234,200,190
2013-05-19,4,2013,20,5,Spring,1,13,1235,90,97
2013-05-20,7,2013,21,5,Spring,1,13,1236,164,168
2013-05-21,4,2013,21,5,Spring,1,13,1237,90,79
2013-05-22,6,2013,21,5,Spring,1,13,1238,134,116
2013-05-23,4,2013,21,5,Spring,1,13,1239,90,84
2013-05-24,7,2013,21,5,Spring,1,13,1240,164,141
2013-05-25,4,2013,21,5,Spring,1,13,1241,90,90
2013-05-26,7,2013,21,5,Spring,1,13,1242,164,162
2013-05-27,7,2013,22,5,Spring,1,13,1243,164,142
2013-05-28,3,2013,22,5,Spring,1,13,1244,74,75
2013-05-29,6,2013,22,5,Spring,1,13,1245,134,126
2013-05-30,5,2013,22,5,Spring,1,13,1246,110,99
2013-05-31,5,2013,22,5,Spring,1,13,1247,110,132
2013-06-01,3,2013,22,6,Summer,2,13,1248,200,210
2013-06-02,7,2013,22,6,Summer,2,13,1249,446,444
2013-06-03,2,2013,23,6,Summer,2,13,1250,164,146
2013-06-04,4,2013,23,6,Summer,2,13,1251,245,222
2013-06-05,4,2013,23,6,Summer,2,13,1252,245,241
2013-06-06,3,2013,23,6,Summer,2,13,1253,200,205
2013-06-07,2,2013,23,6,Summer,2,13,1254,164,182
2013-06-08,1,2013,23,6,Summer,2,13,1255,134,127
2013-06-09,3,2013,23,6,Summer,2,13,1256,200,219
2013-06-10,5,2013,24,6,Summer,2,13,1257,299,280
2013-06-11,6,2013,24,6,Summer,2,13,1258,365,359
2013-06-12,6,2013,24,6,Summer,2,13,1259,365,385
2013-06-13,4,2013,24,6,Summer,2,13,1260,245,236
2013-06-14,4,2013,24,6,Summer,2,13,1261,245,281
2013-06-15,14,2013,24,6,Summer,2,13,1262,1808,1680
2013-06-16,6,2013,24,6,Summer,2,13,1263,365,352
2013-06-17,5,2013,25,6,Summer,2,13,1264,299,278
2013-06-18,6,2013,25,6,Summer,2,13,1265,365,366
2013-06-19,8,2013,25,6,Summer,2,13,1266,545,537
2013-06-20,2,2013,25,6,Summer,2,13,1267,164,178
2013-06-21,7,2013,25,6,Summer,2,13,1268,446,445
2013-06-22,7,2013,25,6,Summer,2,13,1269,446,420
2013-06-23,9,2013,25,6,Summer,2,13,1270,665,696
2013-06-24,8,2013,26,6,Summer,2,13,1271,545,549
2013-06-25,8,2013,26,6,Summer,2,13,1272,545,538
2013-06-26,4,2013,26,6,Summer,2,13,1273,245,234
2013-06-27,5,2013,26,6,Summer,2,13,1274,299,268
2013-06-28,6,2013,26,6,Summer,2,13,1275,365,352
2013-06-29,3,2013,26,6,Summer,2,13,1276,200,228
2013-06-30,5,2013,26,6,Summer,2,13,1277,299,326
2013-07-01,4,2013,27,7,Summer,2,13,1278,245,259
2013-07-02,7,2013,27,7,Summer,2,13,1279,446,439
2013-07-03,5,2013,27,7,Summer,2,13,1280,299,307
2013-07-04,2,2013,27,7,Summer,2,13,1281,164,172
2013-07-05,2,2013,27,7,Summer,2,13,1282,164,156
2013-07-06,5,2013,27,7,Summer,2,13,1283,299,299
2013-07-07,6,2013,27,7,Summer,2,13,1284,365,393
2013-07-08,5,2013,28,7,Summer,2,13,1285,299,301
2013-07-09,1,2013,28,7,Summer,2,13,1286,134,135
2013-07-10,4,2013,28,7,Summer,2,13,1287,245,257
2013-07-11,7,2013,28,7,Summer,2,13,1288,446,440
2013-07-12,5,2013,28,7,Summer,2,13,1289,299,308
2013-07-13,6,2013,28,7,Summer,2,13,1290,365,390
2013-07-14,1,2013,28,7,Summer,2,13,1291,134,133
2013-07-15,3,2013,29,7,Summer,2,13,1292,200,187
2013-07-16,3,2013,29,7,Summer,2,13,1293,200,196
2013-07-17,4,2013,29,7,Summer,2,13,1294,245,224
2013-07-18,7,2013,29,7,Summer,2,13,1295,446,461
2013-07-19,6,2013,29,7,Summer,2,13,1296,365,345
2013-07-20,2,2013,29,7,Summer,2,13,1297,164,166
2013-07-21,5,2013,29,7,Summer,2,13,1298,299,285
2013-07-22,9,2013,30,7,Summer,2,13,1299,665,668
2013-07-23,9,2013,30,7,Summer,2,13,1300,665,715
2013-07-24,6,2013,30,7,Summer,2,13,1301,365,372
2013-07-25,11,2013,30,7,Summer,2,13,1302,992,956
2013-07-26,5,2013,30,7,Summer,2,13,1303,299,281
2013-07-27,7,2013,30,7,Summer,2,13,1304,446,437
2013-07-28,5,2013,30,7,Summer,2,13,1305,299,304
2013-07-29,4,2013,31,7,Summer,2,13,1306,245,244
2013-07-30,3,2013,31,7,Summer,2,13,1307,200,181
2013-07-31,5,2013,31,7,Summer,2,13,1308,299,287
2013-08-01,4,2013,31,8,Summer,2,13,1309,245,247
2013-08-02,4,2013,31,8,Summer,2,13,1310,245,241
2013-08-03,5,2013,31,8,Summer,2,13,1311,299,273
2013-08-04,6,2013,31,8,Summer,2,13,1312,365,370
2013-08-05,8,2013,32,8,Summer,2,13,1313,545,573
2013-08-06,4,2013,32,8,Summer,2,13,1314,245,252
2013-08-07,4,2013,32,8,Summer,2,13,1315,245,254
2013-08-08,10,2013,32,8,Summer,2,13,1316,812,790
2013-08-09,3,2013,32,8,Summer,2,13,1317,200,209
2013-08-10,9,2013,32,8,Summer,2,13,1318,665,658
2013-08-11,6,2013,32,8,Summer,2,13,1319,365,358
2013-08-12,7,2013,33,8,Summer,2,13,1320,446,457
2013-08-13,5,2013,33,8,Summer,2,13,1321,299,273
2013-08-14,6,2013,33,8,Summer,2,13,1322,365,387
2013-08-15,10,2013,33,8,Summer,2,13,1323,812,814
2013-08-16,7,2013,33,8,Summer,2,13,1324,446,460
2013-08-17,6,2013,33,8,Summer,2,13,1325,365,373
2013-08-18,3,2013,33,8,Summer,2,13,1326,200,188
2013-08-19,9,2013,34,8,Summer,2,13,1327,665,642
2013-08-20,4,2013,34,8,Summer,2,13,1328,245,227
2013-08-21,5,2013,34,8,Summer,2,13,1329,299,301
2013-08-22,9,2013,34,8,Summer,2,13,1330,665,627
2013-08-23,7,2013,34,8,Summer,2,13,1331,446,447
2013-08-24,3,2013,34,8,Summer,2,13,1332,200,228
2013-08-25,5,2013,34,8,Summer,2,13,1333,299,289
2013-08-26,2,2013,35,8,Summer,2,13,1334,164,167
2013-08-27,6,2013,35,8,Summer,2,13,1335,365,392
2013-08-28,7,2013,35,8,Summer,2,13,1336,446,466
2013-08-29,1,2013,35,8,Summer,2,13,1337,134,139
2013-08-30,5,2013,35,8,Summer,2,13,1338,299,297
2013-08-31,5,2013,35,8,Summer,2,13,1339,299,301
2013-09-01,3,2013,35,9,Autumn,0,13,1340,27,28
2013-09-02,7,2013,36,9,Autumn,0,13,1341,60,63
2013-09-03,4,2013,36,9,Autumn,0,13,1342,33,39
2013-09-04,6,2013,36,9,Autumn,0,13,1343,49,48
2013-09-05,5,2013,36,9,Autumn,0,13,1344,40,47
2013-09-06,4,2013,36,9,Autumn,0,13,1345,33,37
2013-09-07,1,2013,36,9,Autumn,0,13,1346,18,23
2013-09-08,9,2013,36,9,Autumn,0,13,1347,90,100
2013-09-09,6,2013,37,9,Autumn,0,13,1348,49,45
2013-09-10,9,2013,37,9,Autumn,0,13,1349,90,107
2013-09-11,3,2013,37,9,Autumn,0,13,1350,27,23
2013-09-12,6,2013,37,9,Autumn,0,13,1351,49,53
2013-09-13,3,2013,37,9,Autumn,0,13,1352,27,25
2013-09-14,6,2013,37,9,Autumn,0,13,1353,49,48
2013-09-15,3,2013,37,9,Autumn,0,13,1354,27,25
2013-09-16,2,2013,38,9,Autumn,0,13,1355,22,27
2013-09-17,3,2013,38,9,Autumn,0,13,1356,27,35
2013-09-18,3,2013,38,9,Autumn,0,13,1357,27,17
2013-09-19,9,2013,38,9,Autumn,0,13,1358,90,89
2013-09-20,3,2013,38,9,Autumn,0,13,1359,27,23
2013-09-21,5,2013,38,9,Autumn,0,13,1360,40,37
2013-09-22,4,2013,38,9,Autumn,0,13,1361,33,33
2013-09-23,5,2013,39,9,Autumn,0,13,1362,40,51
2013-09-24,5,2013,39,9,Autumn,0,13,1363,40,40
2013-09-25,5,2013,39,9,Autumn,0,13,1364,40,48
2013-09-26,6,2013,39,9,Autumn,0,13,1365,49,53
2013-09-27,5,2013,39,9,Autumn,0,13,1366,40,37
2013-09-28,3,2013,39,9,Autumn,0,13,1367,27,23
2013-09-29,7,2013,39,9,Autumn,0,13,1368,60,57
2013-09-30,7,2013,40,9,Autumn,0,13,1369,60,62
2013-10-01,5,2013,40,10,Autumn,0,13,1370,40,35
